gene_symbol	uniprot_acc	in_universe	is_bench	topo_gpi_anchored	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_no_tm_no_signal	up_has_glyc	deeptm_TM_NO_SP
SCPEP1	Q9HB40	True	False	0	0	0	0	1	0	0	1	0
SCPPPQ1	A0A411D538	True	False	0	0	0	0	1	0	0	0	0
SCRG1	O75711	True	False	0	0	0	0	1	0	0	1	0
SCTR	P47872	True	False	0	1	0	0	0	0	0	1	0
SCUBE1	Q8IWY4	True	False	0	0	0	0	1	0	0	1	0
SCUBE2	Q9NQ36	True	False	0	0	0	0	1	0	0	1	0
SCUBE3	Q8IX30	True	False	0	0	0	0	1	0	0	1	0
SDC1	P18827	True	False	0	0	0	1	0	0	0	1	0
SDC2	P34741	True	False	0	0	0	1	0	0	0	1	0
SDC3	O75056	True	False	0	0	0	1	0	0	0	1	0
SDC4	P31431	True	False	0	0	0	1	0	0	0	1	0
SDIM1	Q6ZPB5	True	False	0	0	1	0	0	0	0	0	0
SDK1	Q7Z5N4	True	False	0	0	0	1	0	0	0	1	1
SDK2	Q58EX2	True	False	0	0	0	1	0	0	0	1	0
SECTM1	Q8WVN6	True	False	0	0	0	1	0	0	0	1	0
SELE	P16581	True	False	0	0	0	1	0	0	0	1	0
SELENOF	O60613	True	False	0	0	0	0	1	0	0	0	0
SELENOP	P49908	True	False	0	0	0	0	1	0	0	1	0
SELENOS	Q9BQE4	True	False	0	0	0	1	0	0	0	0	1
SELL	P14151	True	False	0	0	0	1	0	0	0	1	0
SELP	P16109	True	False	0	0	0	1	0	0	0	1	0
SELPLG	Q14242	True	False	0	0	0	1	0	0	0	1	0
SEMA3A	Q14563	True	False	0	0	0	0	1	0	0	1	0
SEMA3B	Q13214	True	False	0	0	0	0	1	0	0	1	0
SEMA3C	Q99985	True	False	0	0	0	0	1	0	0	1	0
SEMA3E	O15041	True	False	0	0	0	0	1	0	0	1	0
SEMA3G	Q9NS98	True	False	0	0	0	0	1	0	0	1	0
SEMA4A	Q9H3S1	True	False	0	0	0	1	0	0	0	1	0
SEMA4B	Q9NPR2	True	False	0	0	0	1	0	0	0	1	0
SEMA4C	Q9C0C4	True	False	0	0	0	1	0	0	0	1	0
SEMA4D	Q92854	True	False	0	0	0	1	0	0	0	1	0
SEMA4F	O95754	True	False	0	0	0	1	0	0	0	1	0
SEMA4G	Q9NTN9	True	False	0	0	0	1	0	0	0	1	0
SEMA5A	Q13591	True	False	0	0	0	1	0	0	0	1	0
SEMA5B	Q9P283	True	False	0	0	0	1	0	0	0	1	0
SEMA6A	Q9H2E6	True	False	0	0	0	1	0	0	0	1	0
SEMA6B	Q9H3T3	True	False	0	0	0	1	0	0	0	1	0
SEMA6C	Q9H3T2	True	False	0	0	0	1	0	0	0	1	0
SEMA6D	Q8NFY4	True	False	0	0	0	1	0	0	0	1	0
SEMA7A	O75326	True	False	1	0	0	0	0	0	0	1	0
SEMG1	P04279	True	False	0	0	0	0	1	0	0	0	0
SERINC1	Q9NRX5	True	False	0	0	1	0	0	0	0	1	1
SERINC2	Q96SA4	True	False	0	0	1	0	0	0	0	0	1
SERINC3	Q13530	True	False	0	0	1	0	0	0	0	1	1
SERINC4	A6NH21	True	False	0	0	1	0	0	0	0	0	1
SERINC5	Q86VE9	True	False	0	0	1	0	0	0	0	1	1
SERPINA12	Q8IW75	True	False	0	0	0	0	1	0	0	1	0
SERPINA9	Q86WD7	True	False	0	0	0	0	1	0	0	1	0
SERPINB2	P05120	True	False	0	0	0	0	1	0	0	1	0
SERPINB3	P29508	True	False	0	0	0	0	0	0	1	0	0
SERPINB5	P36952	True	False	0	0	0	0	0	0	1	1	0
SERPINE1	P05121	True	False	0	0	0	0	1	0	0	1	0
SERPINE2	P07093	True	False	0	0	0	0	1	0	0	1	0
SEZ6	Q53EL9	True	True	0	0	0	1	0	0	0	1	0
SEZ6L	Q9BYH1	True	False	0	0	0	1	0	0	0	1	0
SEZ6L2	Q6UXD5	True	False	0	0	0	1	0	0	0	1	0
SFTA2	Q6UW10	True	False	0	0	0	0	1	0	0	1	0
SFTPA2	Q8IWL1	True	False	0	0	0	0	1	0	0	1	0
SFTPB	P07988	True	False	0	0	0	0	1	0	0	1	0
SFTPC	P11686	True	False	0	0	0	0	0	0	1	0	1
SGCA	Q16586	True	False	0	0	0	1	0	0	0	1	0
SGCB	Q16585	True	False	0	0	0	1	0	0	0	1	1
SGCD	Q92629	True	False	0	0	0	1	0	0	0	1	1
SGCE	O43556	True	False	0	0	0	1	0	0	0	1	0
SGCG	Q13326	True	False	0	0	0	1	0	0	0	1	1
SGCZ	Q96LD1	True	False	0	0	0	1	0	0	0	1	1
SGMS2	Q8NHU3	True	False	0	0	1	0	0	0	0	0	1
SGPL1	O95470	True	False	0	0	0	1	0	0	0	0	1
SGSH	P51688	True	False	0	0	0	0	1	0	0	1	0
SGSM2	O43147	True	False	0	0	0	0	0	0	1	0	0
SH3BGRL3	Q9H299	True	False	0	0	0	0	0	0	1	1	0
SH3TC2	Q8TF17	True	False	0	0	0	0	0	1	0	0	0
SHBG	P04278	True	False	0	0	0	0	1	0	0	1	0
SHH	Q15465	True	False	0	0	0	0	1	0	0	1	0
SHISA2	Q6UWI4	True	False	0	0	0	1	0	0	0	0	0
SHISA3	A0PJX4	True	False	0	0	0	1	0	0	0	0	0
SHISA4	Q96DD7	True	False	0	0	0	1	0	0	0	0	0
SHISA6	Q6ZSJ9	True	False	0	0	0	1	0	0	0	1	0
SHISA7	A6NL88	True	False	0	0	0	1	0	0	0	1	0
SHISA8	B8ZZ34	True	False	0	0	0	1	0	0	0	1	0
SHISA9	B4DS77	True	False	0	0	0	1	0	0	0	1	0
SHISAL2A	Q6UWV7	True	False	0	0	1	0	0	0	0	0	1
SHISAL2B	A6NKW6	True	False	0	0	0	1	0	0	0	0	1
SI	P14410	True	False	0	0	0	1	0	0	0	1	1
SIAE	Q9HAT2	True	False	0	0	0	0	1	0	0	1	0
SIDT1	Q9NXL6	True	False	0	0	1	0	0	0	0	1	0
SIDT2	Q8NBJ9	True	False	0	0	1	0	0	0	0	1	0
SIGIRR	Q6IA17	True	False	0	0	0	1	0	0	0	1	1
SIGLEC1	Q9BZZ2	True	False	0	0	0	1	0	0	0	1	0
SIGLEC10	Q96LC7	True	False	0	0	0	1	0	0	0	1	0
SIGLEC11	Q96RL6	True	False	0	0	0	1	0	0	0	1	0
SIGLEC12	Q96PQ1	True	False	0	0	0	1	0	0	0	1	0
SIGLEC14	Q08ET2	True	False	0	0	0	1	0	0	0	1	0
SIGLEC15	Q6ZMC9	True	False	0	0	0	1	0	0	0	1	0
SIGLEC16	A6NMB1	True	False	0	0	0	1	0	0	0	1	0
SIGLEC5	O15389	True	False	0	0	0	1	0	0	0	1	0
SIGLEC6	O43699	True	False	0	0	0	1	0	0	0	1	0
SIGLEC7	Q9Y286	True	False	0	0	0	1	0	0	0	1	0
SIGLEC8	Q9NYZ4	True	False	0	0	0	1	0	0	0	1	0
SIGLEC9	Q9Y336	True	False	0	0	0	1	0	0	0	1	0
SIGLECL1	Q8N7X8	True	False	0	0	0	1	0	0	0	0	0
SIRPA	P78324	True	False	0	0	0	1	0	0	0	1	0
SIRPB1	O00241	True	False	0	0	0	1	0	0	0	1	0
SIRPB2	Q5JXA9	True	False	0	0	0	1	0	0	0	1	0
SIRPD	Q9H106	True	False	0	0	0	0	1	0	0	1	0
SIRPG	Q9P1W8	True	False	0	0	0	1	0	0	0	1	0
SIRT2	Q8IXJ6	True	False	0	0	0	0	0	0	1	0	0
SIT1	Q9Y3P8	True	False	0	0	0	1	0	0	0	1	0
SLAMF1	Q13291	True	False	0	0	0	1	0	0	0	1	0
SLAMF6	Q96DU3	True	False	0	0	0	1	0	0	0	1	0
SLAMF7	Q9NQ25	True	False	0	0	0	1	0	0	0	1	0
SLAMF8	Q9P0V8	True	False	0	0	0	1	0	0	0	1	0
SLAMF9	Q96A28	True	False	0	0	0	1	0	0	0	1	0
SLC10A1	Q14973	True	False	0	0	1	0	0	0	0	1	1
SLC10A2	Q12908	True	False	0	0	1	0	0	0	0	1	1
SLC10A4	Q96EP9	True	False	0	0	1	0	0	0	0	1	1
SLC10A5	Q5PT55	True	False	0	0	1	0	0	0	0	1	0
SLC10A6	Q3KNW5	True	False	0	0	1	0	0	0	0	1	1
SLC10A7	Q0GE19	True	False	0	0	1	0	0	0	0	0	1
SLC11A2	P49281	True	False	0	0	1	0	0	0	0	1	1
SLC12A2	P55011	True	False	0	0	1	0	0	0	0	1	1
SLC12A3	P55017	True	False	0	0	1	0	0	0	0	1	1
SLC12A4	Q9UP95	True	False	0	0	1	0	0	0	0	1	1
SLC12A5	Q9H2X9	True	False	0	0	1	0	0	0	0	1	1
SLC12A6	Q9UHW9	True	False	0	0	1	0	0	0	0	1	1
SLC12A7	Q9Y666	True	False	0	0	1	0	0	0	0	1	1
SLC12A8	A0AV02	True	False	0	0	1	0	0	0	0	1	1
SLC12A9	Q9BXP2	True	False	0	0	1	0	0	0	0	1	1
SLC13A1	Q9BZW2	True	False	0	0	1	0	0	0	0	1	1
SLC13A2	Q13183	True	False	0	0	1	0	0	0	0	0	1
SLC13A3	Q8WWT9	True	False	0	0	1	0	0	0	0	1	1
SLC13A4	Q9UKG4	True	False	0	0	1	0	0	0	0	0	1
SLC13A5	Q86YT5	True	False	0	0	1	0	0	0	0	1	1
SLC14A1	Q13336	True	False	0	0	1	0	0	0	0	1	1
SLC14A2	Q15849	True	False	0	0	1	0	0	0	0	1	1
SLC15A1	P46059	True	False	0	0	1	0	0	0	0	1	1
SLC15A2	Q16348	True	False	0	0	1	0	0	0	0	1	1
SLC15A3	Q8IY34	True	False	0	0	1	0	0	0	0	1	1
SLC15A5	A6NIM6	True	False	0	0	1	0	0	0	0	0	1
SLC16A1	P53985	True	False	0	0	1	0	0	0	0	0	1
SLC16A10	Q8TF71	True	False	0	0	1	0	0	0	0	0	1
SLC16A11	Q8NCK7	True	False	0	0	1	0	0	0	0	0	1
SLC16A12	Q6ZSM3	True	False	0	0	1	0	0	0	0	0	1
SLC16A13	Q7RTY0	True	False	0	0	1	0	0	0	0	0	1
SLC16A14	Q7RTX9	True	False	0	0	1	0	0	0	0	0	1
SLC16A2	P36021	True	False	0	0	1	0	0	0	0	0	1
SLC16A3	O15427	True	False	0	0	1	0	0	0	0	0	1
SLC16A4	O15374	True	False	0	0	1	0	0	0	0	0	1
SLC16A5	O15375	True	False	0	0	1	0	0	0	0	0	1
SLC16A6	O15403	True	False	0	0	1	0	0	0	0	0	1
SLC16A7	O60669	True	False	0	0	1	0	0	0	0	0	1
SLC16A8	O95907	True	False	0	0	1	0	0	0	0	0	1
SLC16A9	Q7RTY1	True	False	0	0	1	0	0	0	0	0	1
SLC17A1	Q14916	True	False	0	0	1	0	0	0	0	1	1
SLC17A2	O00624	True	False	0	0	1	0	0	0	0	1	1
SLC17A3	O00476	True	False	0	0	1	0	0	0	0	1	1
SLC17A4	Q9Y2C5	True	False	0	0	1	0	0	0	0	1	1
SLC17A5	Q9NRA2	True	False	0	0	1	0	0	0	0	1	1
SLC19A1	P41440	True	False	0	0	1	0	0	0	0	1	1
SLC19A2	O60779	True	False	0	0	1	0	0	0	0	1	1
SLC19A3	Q9BZV2	True	False	0	0	1	0	0	0	0	1	1
SLC1A1	P43005	True	False	0	0	1	0	0	0	0	1	1
SLC1A2	P43004	True	False	0	0	1	0	0	0	0	1	1
SLC1A3	P43003	True	False	0	0	1	0	0	0	0	0	1
SLC1A4	P43007	True	False	0	0	1	0	0	0	0	1	1
SLC1A5	Q15758	True	False	0	0	1	0	0	0	0	1	1
SLC1A6	P48664	True	False	0	0	1	0	0	0	0	1	1
SLC1A7	O00341	True	False	0	0	1	0	0	0	0	1	1
SLC20A1	Q8WUM9	True	False	0	0	1	0	0	0	0	0	1
SLC20A2	Q08357	True	False	0	0	1	0	0	0	0	1	1
SLC22A1	O15245	True	False	0	0	1	0	0	0	0	1	1
SLC22A10	Q63ZE4	True	False	0	0	1	0	0	0	0	1	1
SLC22A11	Q9NSA0	True	False	0	0	1	0	0	0	0	1	1
SLC22A12	Q96S37	True	False	0	0	1	0	0	0	0	1	1
SLC22A13	Q9Y226	True	False	0	0	1	0	0	0	0	1	1
SLC22A14	Q9Y267	True	False	0	0	1	0	0	0	0	1	1
SLC22A15	Q8IZD6	True	False	0	0	1	0	0	0	0	1	1
SLC22A16	Q86VW1	True	False	0	0	1	0	0	0	0	1	1
SLC22A17	Q8WUG5	True	False	0	0	1	0	0	0	0	1	1
SLC22A2	O15244	True	False	0	0	1	0	0	0	0	1	1
SLC22A23	A1A5C7	True	False	0	0	1	0	0	0	0	1	1
SLC22A24	Q8N4F4	True	False	0	0	1	0	0	0	0	0	1
SLC22A25	Q6T423	True	False	0	0	1	0	0	0	0	1	1
SLC22A3	O75751	True	False	0	0	1	0	0	0	0	1	1
SLC22A31	A6NKX4	True	False	0	0	1	0	0	0	0	0	1
SLC22A4	Q9H015	True	False	0	0	1	0	0	0	0	1	1
SLC22A5	O76082	True	False	0	0	1	0	0	0	0	1	1
SLC22A6	Q4U2R8	True	False	0	0	1	0	0	0	0	1	1
SLC22A7	Q9Y694	True	False	0	0	1	0	0	0	0	1	1
SLC22A9	Q8IVM8	True	False	0	0	1	0	0	0	0	1	1
SLC23A1	Q9UHI7	True	False	0	0	1	0	0	0	0	1	1
SLC23A2	Q9UGH3	True	False	0	0	1	0	0	0	0	1	1
SLC23A3	Q6PIS1	True	False	0	0	1	0	0	0	0	0	1
SLC24A1	O60721	True	False	0	0	1	0	0	0	0	1	1
SLC24A2	Q9UI40	True	False	0	0	1	0	0	0	0	1	1
SLC24A3	Q9HC58	True	False	0	0	1	0	0	0	0	1	1
SLC24A4	Q8NFF2	True	False	0	0	1	0	0	0	0	1	1
SLC26A1	Q9H2B4	True	False	0	0	1	0	0	0	0	1	1
SLC26A11	Q86WA9	True	False	0	0	1	0	0	0	0	0	1
SLC26A2	P50443	True	False	0	0	1	0	0	0	0	1	1
SLC26A3	P40879	True	False	0	0	1	0	0	0	0	1	1
SLC26A4	O43511	True	False	0	0	1	0	0	0	0	0	1
SLC26A5	P58743	True	False	0	0	1	0	0	0	0	1	1
SLC26A6	Q9BXS9	True	False	0	0	1	0	0	0	0	1	1
SLC26A7	Q8TE54	True	False	0	0	1	0	0	0	0	0	1
SLC26A8	Q96RN1	True	False	0	0	1	0	0	0	0	1	1
SLC26A9	Q7LBE3	True	False	0	0	1	0	0	0	0	0	1
SLC27A1	Q6PCB7	True	False	0	0	0	1	0	0	0	0	1
SLC27A3	Q5K4L6	True	False	0	0	0	1	0	0	0	0	1
SLC27A4	Q6P1M0	True	False	0	0	1	0	0	0	0	0	1
SLC27A6	Q9Y2P4	True	False	0	0	1	0	0	0	0	0	1
SLC28A1	O00337	True	False	0	0	1	0	0	0	0	1	1
SLC28A2	O43868	True	False	0	0	1	0	0	0	0	0	1
SLC28A3	Q9HAS3	True	False	0	0	1	0	0	0	0	0	1
SLC29A1	Q99808	True	False	0	0	1	0	0	0	0	1	1
SLC29A2	Q14542	True	False	0	0	1	0	0	0	0	1	1
SLC29A3	Q9BZD2	True	False	0	0	1	0	0	0	0	1	1
SLC29A4	Q7RTT9	True	False	0	0	1	0	0	0	0	1	1
SLC2A1	P11166	True	False	0	0	1	0	0	0	0	1	1
SLC2A10	O95528	True	False	0	0	1	0	0	0	0	1	1
SLC2A11	Q9BYW1	True	False	0	0	1	0	0	0	0	1	1
SLC2A12	Q8TD20	True	False	0	0	1	0	0	0	0	1	1
SLC2A13	Q96QE2	True	False	0	0	1	0	0	0	0	1	1
SLC2A14	Q8TDB8	True	False	0	0	1	0	0	0	0	1	1
SLC2A2	P11168	True	False	0	0	1	0	0	0	0	1	1
SLC2A3	P11169	True	False	0	0	1	0	0	0	0	1	1
SLC2A4	P14672	True	False	0	0	1	0	0	0	0	1	1
SLC2A5	P22732	True	False	0	0	1	0	0	0	0	1	1
SLC2A6	Q9UGQ3	True	False	0	0	1	0	0	0	0	1	1
SLC2A7	Q6PXP3	True	False	0	0	1	0	0	0	0	1	1
SLC2A8	Q9NY64	True	False	0	0	1	0	0	0	0	1	1
SLC2A9	Q9NRM0	True	False	0	0	1	0	0	0	0	1	1
SLC30A1	Q9Y6M5	True	False	0	0	1	0	0	0	0	1	1
SLC30A8	Q8IWU4	True	False	0	0	1	0	0	0	0	0	1
SLC31A1	O15431	True	False	0	0	1	0	0	0	0	1	1
SLC31A2	O15432	True	False	0	0	1	0	0	0	0	0	1
SLC33A2	Q96ES6	True	False	0	0	1	0	0	0	0	0	1
SLC34A1	Q06495	True	False	0	0	1	0	0	0	0	1	1
SLC34A2	O95436	True	True	0	0	1	0	0	0	0	1	1
SLC34A3	Q8N130	True	False	0	0	1	0	0	0	0	1	1
SLC35F2	Q8IXU6	True	False	0	0	1	0	0	0	0	0	1
SLC35G2	Q8TBE7	True	False	0	0	1	0	0	0	0	0	1
SLC35H1	Q9NQQ7	True	False	0	0	1	0	0	0	0	1	1
SLC36A1	Q7Z2H8	True	False	0	0	1	0	0	0	0	1	1
SLC36A2	Q495M3	True	False	0	0	1	0	0	0	0	0	1
SLC38A1	Q9H2H9	True	False	0	0	1	0	0	0	0	1	1
SLC38A11	Q08AI6	True	False	0	0	1	0	0	0	0	1	1
SLC38A12	Q8NE00	True	False	0	0	1	0	0	0	0	1	1
SLC38A2	Q96QD8	True	False	0	0	1	0	0	0	0	1	1
SLC38A3	Q99624	True	False	0	0	1	0	0	0	0	1	1
SLC38A4	Q969I6	True	False	0	0	1	0	0	0	0	1	1
SLC38A5	Q8WUX1	True	False	0	0	1	0	0	0	0	1	1
SLC38A6	Q8IZM9	True	False	0	0	1	0	0	0	0	1	1
SLC38A7	Q9NVC3	True	False	0	0	1	0	0	0	0	0	1
SLC38A8	A6NNN8	True	False	0	0	1	0	0	0	0	0	1
SLC39A1	Q9NY26	True	False	0	0	1	0	0	0	0	0	1
SLC39A10	Q9ULF5	True	False	0	0	1	0	0	0	0	1	0
SLC39A11	Q8N1S5	True	False	0	0	1	0	0	0	0	0	1
SLC39A12	Q504Y0	True	False	0	0	1	0	0	0	0	0	0
SLC39A13	Q96H72	True	False	0	0	1	0	0	0	0	0	0
SLC39A14	Q15043	True	False	0	0	1	0	0	0	0	1	0
SLC39A2	Q9NP94	True	False	0	0	1	0	0	0	0	0	1
SLC39A3	Q9BRY0	True	False	0	0	1	0	0	0	0	0	1
SLC39A4	Q6P5W5	True	False	0	0	1	0	0	0	0	1	0
SLC39A5	Q6ZMH5	True	False	0	0	1	0	0	0	0	1	0
SLC39A6	Q13433	True	False	0	0	1	0	0	0	0	1	0
SLC39A8	Q9C0K1	True	False	0	0	1	0	0	0	0	1	0
SLC3A1	Q07837	True	False	0	0	0	1	0	0	0	1	1
SLC3A2	P08195	True	False	0	0	0	1	0	0	0	1	1
SLC40A1	Q9NP59	True	False	0	0	1	0	0	0	0	1	1
SLC41A1	Q8IVJ1	True	False	0	0	1	0	0	0	0	0	1
SLC41A2	Q96JW4	True	False	0	0	1	0	0	0	0	0	1
SLC41A3	Q96GZ6	True	False	0	0	1	0	0	0	0	0	1
SLC43A1	O75387	True	False	0	0	1	0	0	0	0	1	1
SLC43A2	Q8N370	True	False	0	0	1	0	0	0	0	1	1
SLC43A3	Q8NBI5	True	False	0	0	1	0	0	0	0	1	1
SLC44A1	Q8WWI5	True	False	0	0	1	0	0	0	0	0	1
SLC44A2	Q8IWA5	True	False	0	0	1	0	0	0	0	1	1
SLC44A3	Q8N4M1	True	False	0	0	1	0	0	0	0	1	1
SLC44A4	Q53GD3	True	False	0	0	1	0	0	0	0	1	1
SLC44A5	Q8NCS7	True	False	0	0	1	0	0	0	0	1	1
SLC45A1	Q9Y2W3	True	False	0	0	1	0	0	0	0	0	1
SLC45A2	Q9UMX9	True	False	0	0	1	0	0	0	0	1	1
SLC45A3	Q96JT2	True	False	0	0	1	0	0	0	0	0	1
SLC46A1	Q96NT5	True	False	0	0	1	0	0	0	0	1	1
SLC46A2	Q9BY10	True	False	0	0	1	0	0	0	0	1	1
SLC46A3	Q7Z3Q1	True	False	0	0	1	0	0	0	0	1	1
SLC47A1	Q96FL8	True	False	0	0	1	0	0	0	0	0	1
SLC47A2	Q86VL8	True	False	0	0	1	0	0	0	0	0	1
SLC48A1	Q6P1K1	True	False	0	0	1	0	0	0	0	0	1
SLC49A3	Q6UXD7	True	False	0	0	1	0	0	0	0	0	1
SLC49A4	Q96SL1	True	False	0	0	1	0	0	0	0	1	1
SLC4A1	P02730	True	False	0	0	1	0	0	0	0	1	1
SLC4A10	Q6U841	True	False	0	0	1	0	0	0	0	1	1
SLC4A11	Q8NBS3	True	False	0	0	1	0	0	0	0	1	1
SLC4A2	P04920	True	False	0	0	1	0	0	0	0	1	1
SLC4A3	P48751	True	False	0	0	1	0	0	0	0	0	1
SLC4A4	Q9Y6R1	True	False	0	0	1	0	0	0	0	1	1
SLC4A5	Q9BY07	True	False	0	0	1	0	0	0	0	0	1
SLC4A7	Q9Y6M7	True	False	0	0	1	0	0	0	0	1	1
SLC4A8	Q2Y0W8	True	False	0	0	1	0	0	0	0	1	1
SLC4A9	Q96Q91	True	False	0	0	1	0	0	0	0	1	1
SLC50A1	Q9BRV3	True	False	0	0	1	0	0	0	0	0	1
SLC51A	Q86UW1	True	False	0	0	1	0	0	0	0	0	1
SLC51B	Q86UW2	True	False	0	0	0	1	0	0	0	0	1
SLC52A1	Q9NWF4	True	False	0	0	1	0	0	0	0	1	1
SLC52A2	Q9HAB3	True	False	0	0	1	0	0	0	0	0	1
SLC52A3	Q9NQ40	True	False	0	0	1	0	0	0	0	1	1
SLC5A1	P13866	True	False	0	0	1	0	0	0	0	1	1
SLC5A10	A0PJK1	True	False	0	0	1	0	0	0	0	1	1
SLC5A11	Q8WWX8	True	False	0	0	1	0	0	0	0	0	1
SLC5A12	Q1EHB4	True	False	0	0	1	0	0	0	0	1	1
SLC5A2	P31639	True	False	0	0	1	0	0	0	0	1	1
SLC5A3	P53794	True	False	0	0	1	0	0	0	0	1	1
SLC5A4	Q9NY91	True	False	0	0	1	0	0	0	0	1	1
SLC5A5	Q92911	True	False	0	0	1	0	0	0	0	1	1
SLC5A6	Q9Y289	True	False	0	0	1	0	0	0	0	1	1
SLC5A7	Q9GZV3	True	False	0	0	1	0	0	0	0	1	1
SLC5A8	Q8N695	True	False	0	0	1	0	0	0	0	1	1
SLC5A9	Q2M3M2	True	False	0	0	1	0	0	0	0	1	1
SLC60A2	Q5TF39	True	False	0	0	1	0	0	0	0	0	1
SLC61A1	Q6N075	True	False	0	0	1	0	0	0	0	0	1
SLC66A1	Q6ZP29	True	False	0	0	1	0	0	0	0	1	1
SLC67A1	Q96BI1	True	False	0	0	1	0	0	0	0	0	1
SLC67A2	Q8NBP5	True	False	0	0	1	0	0	0	0	0	1
SLC68A1	Q14CX5	True	False	0	0	1	0	0	0	0	0	1
SLC6A1	P30531	True	False	0	0	1	0	0	0	0	1	1
SLC6A11	P48066	True	False	0	0	1	0	0	0	0	1	1
SLC6A12	P48065	True	False	0	0	1	0	0	0	0	1	1
SLC6A13	Q9NSD5	True	False	0	0	1	0	0	0	0	1	1
SLC6A14	Q9UN76	True	False	0	0	1	0	0	0	0	1	1
SLC6A15	Q9H2J7	True	False	0	0	1	0	0	0	0	1	1
SLC6A16	Q9GZN6	True	False	0	0	1	0	0	0	0	1	1
SLC6A18	Q96N87	True	False	0	0	1	0	0	0	0	1	1
SLC6A19	Q695T7	True	False	0	0	1	0	0	0	0	1	1
SLC6A2	P23975	True	False	0	0	1	0	0	0	0	1	1
SLC6A20	Q9NP91	True	False	0	0	1	0	0	0	0	1	1
SLC6A3	Q01959	True	False	0	0	1	0	0	0	0	1	1
SLC6A4	P31645	True	False	0	0	1	0	0	0	0	1	1
SLC6A5	Q9Y345	True	False	0	0	1	0	0	0	0	1	1
SLC6A6	P31641	True	False	0	0	1	0	0	0	0	1	1
SLC6A7	Q99884	True	False	0	0	1	0	0	0	0	1	1
SLC6A8	P48029	True	False	0	0	1	0	0	0	0	1	1
SLC6A9	P48067	True	False	0	0	1	0	0	0	0	0	1
SLC71A1	Q96MC6	True	False	0	0	1	0	0	0	0	1	1
SLC71A2	Q5SR56	True	False	0	0	1	0	0	0	0	1	1
SLC7A1	P30825	True	False	0	0	1	0	0	0	0	1	1
SLC7A10	Q9NS82	True	False	0	0	1	0	0	0	0	0	1
SLC7A11	Q9UPY5	True	False	0	0	1	0	0	0	0	1	1
SLC7A13	Q8TCU3	True	False	0	0	1	0	0	0	0	0	1
SLC7A2	P52569	True	False	0	0	1	0	0	0	0	1	1
SLC7A3	Q8WY07	True	False	0	0	1	0	0	0	0	1	1
SLC7A4	O43246	True	False	0	0	1	0	0	0	0	1	1
SLC7A5	Q01650	True	False	0	0	1	0	0	0	0	0	1
SLC7A6	Q92536	True	False	0	0	1	0	0	0	0	0	1
SLC7A7	Q9UM01	True	False	0	0	1	0	0	0	0	1	1
SLC7A8	Q9UHI5	True	False	0	0	1	0	0	0	0	0	1
SLC7A9	P82251	True	False	0	0	1	0	0	0	0	0	1
SLC8A1	P32418	True	False	0	0	1	0	0	0	0	1	0
SLC8A2	Q9UPR5	True	False	0	0	1	0	0	0	0	1	0
SLC8A3	P57103	True	False	0	0	1	0	0	0	0	1	0
SLC9A1	P19634	True	False	0	0	1	0	0	0	0	1	1
SLC9A2	Q9UBY0	True	False	0	0	1	0	0	0	0	1	0
SLC9A3	P48764	True	False	0	0	1	0	0	0	0	1	0
SLC9A4	Q6AI14	True	False	0	0	1	0	0	0	0	1	0
SLC9A5	Q14940	True	False	0	0	1	0	0	0	0	1	0
SLC9B1	Q4ZJI4	True	False	0	0	1	0	0	0	0	0	1
SLC9C1	Q4G0N8	True	False	0	0	1	0	0	0	0	0	1
SLC9C2	Q5TAH2	True	False	0	0	1	0	0	0	0	1	1
SLCO1A2	P46721	True	False	0	0	1	0	0	0	0	1	1
SLCO1B1	Q9Y6L6	True	False	0	0	1	0	0	0	0	1	1
SLCO1B3	Q9NPD5	True	False	0	0	1	0	0	0	0	1	1
SLCO1B3-SLCO1B7	F5H094	True	False	0	0	1	0	0	0	0	1	1
SLCO1C1	Q9NYB5	True	False	0	0	1	0	0	0	0	1	1
SLCO2A1	Q92959	True	False	0	0	1	0	0	0	0	1	1
SLCO2B1	O94956	True	False	0	0	1	0	0	0	0	1	1
SLCO3A1	Q9UIG8	True	False	0	0	1	0	0	0	0	1	1
SLCO4A1	Q96BD0	True	False	0	0	1	0	0	0	0	1	1
SLCO4C1	Q6ZQN7	True	False	0	0	1	0	0	0	0	0	1
SLCO5A1	Q9H2Y9	True	False	0	0	1	0	0	0	0	1	1
SLCO6A1	Q86UG4	True	False	0	0	1	0	0	0	0	1	1
SLITRK1	Q96PX8	True	False	0	0	0	1	0	0	0	0	0
SLITRK2	Q9H156	True	False	0	0	0	1	0	0	0	1	0
SLITRK3	O94933	True	False	0	0	0	1	0	0	0	1	0
SLITRK4	Q8IW52	True	False	0	0	0	1	0	0	0	1	0
SLITRK5	O94991	True	False	0	0	0	1	0	0	0	1	0
SLITRK6	Q9H5Y7	True	False	0	0	0	1	0	0	0	0	0
SLURP2	P0DP57	True	False	0	0	0	0	1	0	0	0	0
SMAGP	Q0VAQ4	True	False	0	0	0	1	0	0	0	1	1
SMC3	Q9UQE7	True	False	0	0	0	0	0	0	1	0	0
SMCO1	Q147U7	True	False	0	0	0	1	0	0	0	0	0
SMCO2	A6NFE2	True	False	0	0	0	1	0	0	0	0	1
SMCO3	A2RU48	True	False	0	0	0	1	0	0	0	0	0
