gene_symbol	uniprot_acc	papers_found	papers_selected	evidence_grade	tier
SERINC1	Q9NRX5	244	2	supportive_but_indirect	likely
SERINC2	Q96SA4	181	12	direct_single_method	canonical
SERINC3	Q13530	257	19	direct_multi_method	canonical
SERINC4	A6NH21	59	2	supportive_but_indirect	low
SERINC5	Q86VE9	195	27	direct_multi_method	canonical
SERPINA12	Q8IW75	222	11	supportive_but_indirect	likely
SERPINA9	Q86WD7	171	2	weak	low
SERPINB2	P05120	311	19	weak	no
SERPINB3	P29508	352	7	weak	low
SERPINB5	P36952	257	11	weak	no
SERPINE1	P05121	311	26	direct_single_method	likely
SERPINE2	P07093	318	4	weak	low
SERTM2	A0A1B0GWG4	96	2	weak	low
SEZ6	Q53EL9	165	22	direct_multi_method	likely
SEZ6L	Q9BYH1	169	13	direct_multi_method	likely
SEZ6L2	Q6UXD5	177	15	direct_multi_method	canonical
SFTA2	Q6UW10	198	10	weak	no
SFTPA2	Q8IWL1	326	1	weak	no
SFTPB	P07988	288	23	weak	low
SFTPC	P11686	277	19	direct_single_method	likely
SGCA	Q16586	355	21	direct_multi_method	likely
SGCB	Q16585	321	14	direct_single_method	likely
SGCD	Q92629	299	8	supportive_but_indirect	likely
SGCE	O43556	258	5	direct_single_method	canonical
SGCG	Q13326	390	10	supportive_but_indirect	likely
SGCZ	Q96LD1	149	5	direct_single_method	canonical
SGMS2	Q8NHU3	245	25	supportive_but_indirect	canonical
SGPL1	O95470	338	3	weak	no
SGSH	P51688	326	0	weak	no
SGSM2	O43147	155	3	weak	no
SH3BGRL3	Q9H299	192	4	weak	low
SH3TC2	Q8TF17	202	5	weak	no
SH3YL1	Q96HL8	364	1	weak	no
SHANK1	Q9Y566	253	11	weak	no
SHANK2	Q9UPX8	266	11	weak	no
SHBG	P04278	343	1	weak	no
SHH	Q15465	343	11	supportive_but_indirect	canonical
SHISA2	Q6UWI4	181	6	weak	no
SHISA3	A0PJX4	152	4	weak	no
SHISA4	Q96DD7	105	4	weak	low
SHISA6	Q6ZSJ9	146	4	supportive_but_indirect	likely
SHISA7	A6NL88	127	9	supportive_but_indirect	likely
SHISA8	B8ZZ34	163	0	weak	low
SHISA9	B4DS77	159	11	supportive_but_indirect	likely
SHISAL1	Q3SXP7	93	1	weak	no
SHISAL2A	Q6UWV7	68	1	weak	no
SHISAL2B	A6NKW6	70	3	weak	low
SHKBP1	Q8TBC3	243	0	weak	no
SHROOM1	Q2M3G4	118	2	weak	no
SHROOM2	Q13796	178	5	weak	no
SHROOM3	Q8TF72	224	11	weak	no
SI	P14410	387	14	supportive_but_indirect	likely
SIAE	Q9HAT2	268	7	weak	no
SIDT1	Q9NXL6	197	14	supportive_but_indirect	likely
SIDT2	Q8NBJ9	165	18	supportive_but_indirect	low
SIGIRR	Q6IA17	185	19	direct_multi_method	canonical
SIGLEC1	Q9BZZ2	295	40	direct_multi_method	canonical
SIGLEC10	Q96LC7	259	33	direct_multi_method	canonical
SIGLEC11	Q96RL6	146	17	direct_multi_method	likely
SIGLEC12	Q96PQ1	249	9	direct_single_method	canonical
SIGLEC14	Q08ET2	160	18	direct_multi_method	canonical
SIGLEC15	Q6ZMC9	230	31	direct_multi_method	canonical
SIGLEC16	A6NMB1	111	7	supportive_but_indirect	likely
SIGLEC5	O15389	237	28	direct_multi_method	canonical
SIGLEC6	O43699	201	26	direct_multi_method	canonical
SIGLEC7	Q9Y286	280	44	direct_multi_method	canonical
SIGLEC8	Q9NYZ4	234	23	direct_multi_method	likely
SIGLEC9	Q9Y336	239	37	direct_multi_method	canonical
SIGLECL1	Q8N7X8	194	1	weak	low
SIGMAR1	Q99720	251	21	weak	low
SIPA1L3	O60292	156	2	weak	no
SIRPA	P78324	312	27	direct_multi_method	canonical
SIRPB1	O00241	197	12	direct_multi_method	likely
SIRPB2	Q5JXA9	96	5	supportive_but_indirect	likely
SIRPD	Q9H106	83	0	weak	low
SIRPG	Q9P1W8	247	17	direct_multi_method	likely
SIRT2	Q8IXJ6	308	5	weak	no
SIT1	Q9Y3P8	331	2	supportive_but_indirect	likely
SKAP1	Q86WV1	208	10	weak	no
SLAMF1	Q13291	261	31	direct_multi_method	canonical
SLAMF6	Q96DU3	257	26	direct_multi_method	canonical
SLAMF7	Q9NQ25	277	38	direct_multi_method	canonical
SLAMF8	Q9P0V8	227	16	weak	likely
SLAMF9	Q96A28	152	15	direct_multi_method	canonical
SLC10A1	Q14973	264	32	direct_multi_method	canonical
SLC10A2	Q12908	242	30	direct_multi_method	likely
SLC10A3	P09131	334	1	weak	no
SLC10A4	Q96EP9	321	7	conflicting	no
SLC10A5	Q5PT55	305	4	supportive_but_indirect	likely
SLC10A6	Q3KNW5	190	11	direct_multi_method	canonical
SLC10A7	Q0GE19	318	3	weak	no
SLC11A1	P49279	250	8	weak	no
SLC11A2	P49281	292	28	direct_multi_method	likely
SLC12A1	Q13621	296	24	supportive_but_indirect	likely
SLC12A2	P55011	303	34	direct_single_method	canonical
SLC12A3	P55017	332	22	supportive_but_indirect	likely
SLC12A4	Q9UP95	193	20	direct_multi_method	canonical
SLC12A5	Q9H2X9	256	36	direct_multi_method	canonical
SLC12A6	Q9UHW9	206	26	direct_multi_method	canonical
SLC12A7	Q9Y666	206	18	direct_single_method	canonical
SLC12A8	A0AV02	166	4	direct_single_method	canonical
SLC12A9	Q9BXP2	291	6	weak	no
SLC13A1	Q9BZW2	176	15	direct_multi_method	likely
SLC13A2	Q13183	291	15	supportive_but_indirect	likely
SLC13A3	Q8WWT9	222	21	direct_multi_method	canonical
SLC13A4	Q9UKG4	230	8	supportive_but_indirect	likely
SLC13A5	Q86YT5	269	21	direct_multi_method	canonical
SLC14A1	Q13336	294	12	direct_multi_method	canonical
SLC14A2	Q15849	363	11	direct_single_method	canonical
SLC15A1	P46059	255	26	direct_multi_method	canonical
SLC15A2	Q16348	230	30	direct_multi_method	canonical
SLC15A3	Q8IY34	205	14	weak	no
SLC15A4	Q8N697	185	22	weak	low
SLC15A5	A6NIM6	69	2	weak	no
SLC16A1	P53985	300	39	direct_multi_method	canonical
SLC16A10	Q8TF71	226	27	direct_multi_method	canonical
SLC16A11	Q8NCK7	164	8	supportive_but_indirect	likely
SLC16A12	Q6ZSM3	204	13	direct_multi_method	likely
SLC16A13	Q7RTY0	152	11	supportive_but_indirect	likely
SLC16A14	Q7RTX9	171	9	supportive_but_indirect	canonical
SLC16A2	P36021	232	34	direct_multi_method	canonical
SLC16A3	O15427	278	35	direct_single_method	canonical
SLC16A4	O15374	282	34	direct_single_method	canonical
SLC16A5	O15375	176	12	direct_single_method	canonical
SLC16A6	O15403	200	15	supportive_but_indirect	canonical
SLC16A7	O60669	250	29	direct_multi_method	canonical
SLC16A8	O95907	221	12	direct_single_method	likely
SLC16A9	Q7RTY1	192	13	direct_multi_method	canonical
SLC17A1	Q14916	224	15	supportive_but_indirect	likely
SLC17A2	O00624	130	5	supportive_but_indirect	likely
SLC17A3	O00476	171	17	direct_single_method	likely
SLC17A4	Q9Y2C5	140	6	supportive_but_indirect	likely
SLC17A5	Q9NRA2	389	17	direct_multi_method	likely
SLC17A6	Q9P2U8	269	21	weak	no
SLC17A7	Q9P2U7	288	20	weak	no
SLC17A8	Q8NDX2	225	28	supportive_but_indirect	low
SLC18A3	Q16572	247	26	weak	no
SLC18B1	Q6NT16	247	6	weak	no
SLC19A1	P41440	270	25	direct_multi_method	canonical
SLC19A2	O60779	304	10	direct_single_method	canonical
SLC19A3	Q9BZV2	194	24	direct_multi_method	canonical
SLC1A1	P43005	252	27	direct_multi_method	canonical
SLC1A2	P43004	278	42	direct_multi_method	canonical
SLC1A3	P43003	269	41	direct_multi_method	canonical
SLC1A4	P43007	230	34	direct_multi_method	canonical
SLC1A5	Q15758	296	42	direct_multi_method	canonical
SLC1A6	P48664	219	21	direct_single_method	likely
SLC1A7	O00341	209	16	direct_multi_method	likely
SLC20A1	Q8WUM9	246	30	direct_multi_method	canonical
SLC20A2	Q08357	236	26	direct_multi_method	canonical
SLC22A1	O15245	262	29	direct_multi_method	canonical
SLC22A10	Q63ZE4	108	8	weak	no
SLC22A11	Q9NSA0	204	31	direct_multi_method	likely
SLC22A12	Q96S37	271	24	direct_multi_method	canonical
SLC22A13	Q9Y226	165	17	direct_multi_method	canonical
SLC22A14	Q9Y267	115	6	weak	low
SLC22A15	Q8IZD6	128	12	direct_multi_method	canonical
SLC22A16	Q86VW1	269	14	direct_multi_method	canonical
SLC22A17	Q8WUG5	224	23	direct_multi_method	canonical
SLC22A2	O15244	290	35	direct_multi_method	canonical
SLC22A23	A1A5C7	155	6	weak	low
SLC22A24	Q8N4F4	71	8	direct_multi_method	likely
SLC22A25	Q6T423	73	7	weak	low
SLC22A3	O75751	361	22	direct_multi_method	canonical
SLC22A31	A6NKX4	142	3	weak	low
SLC22A4	Q9H015	218	29	direct_multi_method	canonical
SLC22A5	O76082	309	28	supportive_but_indirect	canonical
SLC22A6	Q4U2R8	236	34	direct_multi_method	likely
SLC22A7	Q9Y694	235	23	direct_multi_method	likely
SLC22A8	Q8TCC7	259	31	direct_multi_method	canonical
SLC22A9	Q8IVM8	207	21	direct_single_method	likely
SLC23A1	Q9UHI7	200	27	direct_multi_method	likely
SLC23A2	Q9UGH3	195	35	direct_multi_method	canonical
SLC23A3	Q6PIS1	126	6	weak	low
SLC24A1	O60721	263	12	supportive_but_indirect	likely
SLC24A2	Q9UI40	215	19	direct_multi_method	canonical
SLC24A3	Q9HC58	200	10	direct_multi_method	canonical
SLC24A4	Q8NFF2	237	17	direct_single_method	likely
SLC24A5	Q71RS6	211	11	weak	no
SLC26A1	Q9H2B4	277	13	direct_single_method	canonical
SLC26A11	Q86WA9	152	10	direct_multi_method	canonical
SLC26A2	P50443	228	16	direct_multi_method	canonical
SLC26A3	P40879	269	23	direct_multi_method	canonical
SLC26A4	O43511	312	12	supportive_but_indirect	canonical
SLC26A5	P58743	244	30	direct_multi_method	likely
SLC26A6	Q9BXS9	198	23	direct_multi_method	canonical
SLC26A7	Q8TE54	188	18	direct_single_method	likely
SLC26A8	Q96RN1	262	9	direct_single_method	likely
SLC26A9	Q7LBE3	182	25	direct_multi_method	likely
SLC27A1	Q6PCB7	272	32	direct_multi_method	likely
SLC27A3	Q5K4L6	189	16	weak	low
SLC27A4	Q6P1M0	336	13	weak	low
SLC27A6	Q9Y2P4	209	16	supportive_but_indirect	likely
SLC28A1	O00337	220	26	direct_multi_method	likely
SLC28A2	O43868	222	23	direct_multi_method	canonical
SLC28A3	Q9HAS3	192	22	direct_multi_method	canonical
SLC29A1	Q99808	294	36	direct_multi_method	canonical
SLC29A2	Q14542	228	36	direct_multi_method	canonical
SLC29A3	Q9BZD2	201	14	weak	low
SLC29A4	Q7RTT9	218	30	direct_multi_method	canonical
SLC2A1	P11166	321	34	direct_multi_method	canonical
SLC2A10	O95528	298	15	direct_single_method	likely
SLC2A11	Q9BYW1	202	10	direct_single_method	likely
SLC2A12	Q8TD20	224	21	direct_multi_method	likely
SLC2A13	Q96QE2	198	14	supportive_but_indirect	likely
SLC2A14	Q8TDB8	198	10	supportive_but_indirect	canonical
SLC2A2	P11168	302	31	direct_multi_method	canonical
SLC2A3	P11169	294	33	direct_multi_method	canonical
SLC2A4	P14672	329	41	direct_multi_method	likely
SLC2A5	P22732	249	30	direct_multi_method	canonical
SLC2A6	Q9UGQ3	259	12	weak	no
SLC2A7	Q6PXP3	146	12	direct_single_method	canonical
SLC2A8	Q9NY64	208	24	direct_single_method	likely
SLC2A9	Q9NRM0	254	25	direct_multi_method	canonical
SLC30A1	Q9Y6M5	209	30	direct_single_method	canonical
SLC30A10	Q6XR72	213	19	supportive_but_indirect	canonical
SLC30A5	Q8TAD4	174	24	conflicting	low
SLC30A6	Q6NXT4	156	17	weak	no
SLC30A8	Q8IWU4	240	15	direct_multi_method	likely
SLC31A1	O15431	244	39	direct_multi_method	canonical
SLC31A2	O15432	199	14	direct_single_method	low
SLC33A1	O00400	351	5	weak	no
SLC33A2	Q96ES6	93	5	weak	low
SLC34A1	Q06495	242	27	direct_multi_method	canonical
SLC34A2	O95436	221	24	direct_multi_method	canonical
SLC34A3	Q8N130	215	24	supportive_but_indirect	likely
SLC35F2	Q8IXU6	130	14	direct_multi_method	canonical
SLC35F4	A4IF30	63	3	weak	no
SLC35G1	Q2M3R5	366	0	weak	no
SLC35G2	Q8TBE7	114	4	direct_single_method	canonical
SLC35H1	Q9NQQ7	110	4	weak	no
SLC36A1	Q7Z2H8	245	28	direct_multi_method	canonical
SLC36A2	Q495M3	186	12	direct_single_method	likely
SLC36A3	Q495N2	160	4	weak	no
SLC36A4	Q6YBV0	171	13	weak	low
SLC37A3	Q8NCC5	145	4	weak	no
SLC38A1	Q9H2H9	309	21	direct_multi_method	canonical
SLC38A11	Q08AI6	144	2	weak	low
SLC38A12	Q8NE00	70	4	weak	no
SLC38A2	Q96QD8	260	32	direct_multi_method	canonical
SLC38A3	Q99624	308	13	supportive_but_indirect	canonical
SLC38A4	Q969I6	238	16	direct_multi_method	canonical
SLC38A5	Q8WUX1	282	20	supportive_but_indirect	canonical
SLC38A6	Q8IZM9	175	12	direct_multi_method	canonical
SLC38A7	Q9NVC3	187	15	supportive_but_indirect	likely
SLC38A8	A6NNN8	120	8	weak	likely
SLC39A1	Q9NY26	218	23	supportive_but_indirect	canonical
SLC39A10	Q9ULF5	198	22	direct_multi_method	canonical
SLC39A11	Q8N1S5	148	7	weak	low
SLC39A12	Q504Y0	164	14	direct_single_method	canonical
SLC39A13	Q96H72	168	20	weak	no
SLC39A14	Q15043	219	32	direct_multi_method	canonical
SLC39A2	Q9NP94	252	21	direct_single_method	canonical
SLC39A3	Q9BRY0	193	15	supportive_but_indirect	likely
SLC39A4	Q6P5W5	230	27	direct_multi_method	canonical
SLC39A5	Q6ZMH5	165	11	direct_single_method	likely
SLC39A6	Q13433	218	26	direct_multi_method	canonical
SLC39A8	Q9C0K1	213	29	direct_multi_method	canonical
SLC39A9	Q9NUM3	185	28	direct_single_method	likely
SLC3A1	Q07837	230	19	direct_multi_method	likely
SLC3A2	P08195	230	46	direct_multi_method	canonical
SLC40A1	Q9NP59	268	36	direct_multi_method	canonical
SLC41A1	Q8IVJ1	224	21	direct_multi_method	canonical
SLC41A2	Q96JW4	147	6	supportive_but_indirect	canonical
SLC41A3	Q96GZ6	168	8	weak	low
SLC43A1	O75387	195	18	direct_multi_method	canonical
SLC43A2	Q8N370	197	20	direct_multi_method	canonical
SLC43A3	Q8NBI5	171	20	direct_multi_method	canonical
SLC44A1	Q8WWI5	223	25	direct_multi_method	canonical
SLC44A2	Q8IWA5	221	27	direct_multi_method	canonical
SLC44A3	Q8N4M1	162	8	supportive_but_indirect	likely
SLC44A4	Q53GD3	229	15	direct_multi_method	likely
SLC44A5	Q8NCS7	147	9	supportive_but_indirect	likely
SLC45A1	Q9Y2W3	339	6	weak	no
SLC45A2	Q9UMX9	323	11	weak	no
SLC45A3	Q96JT2	216	9	supportive_but_indirect	likely
SLC45A4	Q5BKX6	120	12	conflicting	low
SLC46A1	Q96NT5	245	28	direct_multi_method	canonical
SLC46A2	Q9BY10	122	11	supportive_but_indirect	likely
SLC46A3	Q7Z3Q1	146	9	weak	no
SLC47A1	Q96FL8	240	26	direct_multi_method	canonical
SLC47A2	Q86VL8	229	19	direct_multi_method	likely
SLC48A1	Q6P1K1	180	15	supportive_but_indirect	low
SLC49A3	Q6UXD7	74	3	weak	low
SLC49A4	Q96SL1	185	5	direct_single_method	likely
SLC4A1	P02730	365	11	direct_multi_method	likely
SLC4A10	Q6U841	217	19	supportive_but_indirect	canonical
SLC4A11	Q8NBS3	224	23	direct_multi_method	canonical
SLC4A2	P04920	217	29	direct_multi_method	canonical
SLC4A3	P48751	292	4	supportive_but_indirect	likely
SLC4A4	Q9Y6R1	246	37	direct_multi_method	canonical
SLC4A5	Q9BY07	181	20	supportive_but_indirect	likely
SLC4A7	Q9Y6M7	256	34	supportive_but_indirect	canonical
SLC4A8	Q2Y0W8	181	18	direct_multi_method	canonical
SLC4A9	Q96Q91	149	14	direct_multi_method	likely
SLC50A1	Q9BRV3	295	2	weak	low
SLC51A	Q86UW1	243	23	direct_single_method	likely
SLC51B	Q86UW2	207	24	direct_single_method	canonical
SLC52A1	Q9NWF4	258	14	direct_multi_method	canonical
SLC52A2	Q9HAB3	260	18	direct_multi_method	canonical
SLC52A3	Q9NQ40	178	16	direct_multi_method	canonical
SLC5A1	P13866	276	29	direct_multi_method	canonical
SLC5A10	A0PJK1	140	13	supportive_but_indirect	likely
SLC5A11	Q8WWX8	269	11	supportive_but_indirect	canonical
SLC5A12	Q1EHB4	247	10	direct_multi_method	canonical
SLC5A2	P31639	314	31	supportive_but_indirect	likely
SLC5A3	P53794	247	16	direct_single_method	canonical
SLC5A4	Q9NY91	151	12	direct_multi_method	likely
SLC5A5	Q92911	323	19	direct_multi_method	canonical
SLC5A6	Q9Y289	268	34	direct_multi_method	canonical
SLC5A7	Q9GZV3	273	20	direct_multi_method	likely
SLC5A8	Q8N695	284	26	direct_multi_method	likely
SLC5A9	Q2M3M2	138	9	supportive_but_indirect	likely
SLC60A1	Q8N468	97	3	weak	no
SLC60A2	Q5TF39	166	6	supportive_but_indirect	likely
SLC61A1	Q6N075	79	7	direct_single_method	canonical
SLC66A1	Q6ZP29	137	10	weak	no
SLC67A1	Q96BI1	291	8	supportive_but_indirect	likely
SLC67A2	Q8NBP5	60	3	weak	no
SLC68A1	Q14CX5	86	6	direct_single_method	canonical
SLC6A1	P30531	272	23	direct_multi_method	canonical
SLC6A11	P48066	239	27	direct_multi_method	canonical
SLC6A12	P48065	234	32	direct_multi_method	canonical
SLC6A13	Q9NSD5	216	24	direct_multi_method	canonical
SLC6A14	Q9UN76	320	14	supportive_but_indirect	canonical
SLC6A15	Q9H2J7	223	15	direct_multi_method	canonical
SLC6A16	Q9GZN6	231	2	supportive_but_indirect	likely
SLC6A17	Q9H1V8	155	8	weak	no
SLC6A18	Q96N87	195	13	supportive_but_indirect	likely
SLC6A19	Q695T7	209	30	direct_multi_method	canonical
SLC6A2	P23975	359	5	direct_single_method	canonical
SLC6A20	Q9NP91	251	18	direct_multi_method	likely
SLC6A3	Q01959	318	29	direct_multi_method	canonical
SLC6A4	P31645	275	32	direct_multi_method	canonical
SLC6A5	Q9Y345	237	29	direct_multi_method	canonical
SLC6A6	P31641	235	32	direct_multi_method	canonical
SLC6A7	Q99884	326	7	supportive_but_indirect	likely
SLC6A8	P48029	303	23	direct_single_method	canonical
SLC6A9	P48067	254	27	direct_multi_method	canonical
SLC71A1	Q96MC6	133	8	weak	low
SLC71A2	Q5SR56	88	5	weak	no
SLC75A1	Q14728	146	10	supportive_but_indirect	likely
SLC7A1	P30825	288	29	direct_multi_method	canonical
SLC7A10	Q9NS82	263	18	direct_multi_method	canonical
SLC7A11	Q9UPY5	336	32	direct_multi_method	canonical
SLC7A13	Q8TCU3	164	7	supportive_but_indirect	likely
SLC7A14	Q8TBB6	214	7	weak	no
SLC7A2	P52569	268	21	direct_single_method	canonical
SLC7A3	Q8WY07	241	14	direct_multi_method	canonical
SLC7A4	O43246	317	3	supportive_but_indirect	canonical
SLC7A5	Q01650	250	43	direct_multi_method	canonical
SLC7A6	Q92536	234	25	direct_multi_method	canonical
SLC7A7	Q9UM01	264	19	direct_multi_method	canonical
SLC7A8	Q9UHI5	235	30	direct_multi_method	canonical
SLC7A9	P82251	208	16	supportive_but_indirect	canonical
SLC8A1	P32418	282	30	direct_single_method	canonical
SLC8A2	Q9UPR5	187	16	direct_multi_method	canonical
SLC8A3	P57103	209	26	direct_multi_method	canonical
SLC8B1	Q6J4K2	217	18	weak	no
SLC9A1	P19634	265	30	direct_multi_method	canonical
SLC9A2	Q9UBY0	205	21	direct_multi_method	canonical
SLC9A3	P48764	241	37	direct_multi_method	likely
SLC9A4	Q6AI14	216	14	weak	canonical
SLC9A5	Q14940	196	20	direct_multi_method	likely
SLC9A6	Q92581	273	19	conflicting	low
SLC9A7	Q96T83	183	18	conflicting	low
SLC9A8	Q9Y2E8	194	14	supportive_but_indirect	likely
SLC9B1	Q4ZJI4	193	9	direct_single_method	likely
SLC9B2	Q86UD5	152	15	direct_single_method	likely
SLC9C1	Q4G0N8	267	13	supportive_but_indirect	likely
SLC9C2	Q5TAH2	165	5	supportive_but_indirect	likely
SLC9D1	Q6UWJ1	98	4	weak	no
SLCO1A2	P46721	239	23	direct_multi_method	canonical
SLCO1B1	Q9Y6L6	258	26	direct_multi_method	likely
SLCO1B3	Q9NPD5	226	34	direct_multi_method	likely
SLCO1B3-SLCO1B7	F5H094	66	13	conflicting	low
SLCO1C1	Q9NYB5	230	26	direct_multi_method	canonical
SLCO2A1	Q92959	247	23	direct_multi_method	canonical
SLCO2B1	O94956	236	33	direct_multi_method	canonical
SLCO3A1	Q9UIG8	191	21	supportive_but_indirect	canonical
SLCO4A1	Q96BD0	247	20	supportive_but_indirect	canonical
SLCO4C1	Q6ZQN7	193	18	direct_multi_method	canonical
SLCO5A1	Q9H2Y9	149	12	supportive_but_indirect	canonical
SLCO6A1	Q86UG4	330	5	weak	likely
SLIT2	O94813	264	32	weak	no
SLIT3	O75094	253	26	weak	no
SLITRK1	Q96PX8	268	8	direct_single_method	likely
SLITRK2	Q9H156	234	9	direct_multi_method	likely
SLITRK3	O94933	167	10	direct_multi_method	likely
SLITRK4	Q8IW52	149	6	direct_single_method	likely
SLITRK5	O94991	168	8	direct_multi_method	canonical
SLITRK6	Q9H5Y7	187	6	supportive_but_indirect	likely
SLMAP	Q14BN4	279	5	direct_single_method	likely
SLURP2	P0DP57	97	12	weak	no
SMAGP	Q0VAQ4	107	7	supportive_but_indirect	canonical
SMC3	Q9UQE7	346	0	weak	no
SMCO1	Q147U7	58	0	weak	low
SMCO2	A6NFE2	52	0	weak	low
SMCO3	A2RU48	60	0	weak	uncertain
SMCO4	Q9NRQ5	156	0	weak	low
SMIM1	B2RUZ4	271	3	direct_single_method	likely
SMIM10	Q96HG1	33	0	weak	uncertain
SMIM10L2A	P0DMW4	342	1	weak	uncertain
SMIM10L2B	P0DMW5	45	1	weak	low
SMIM10L3	A0A0C4DGP1	11	0	weak	low
SMIM17	P0DL12	30	0	weak	uncertain
SMIM18	P0DKX4	21	0	weak	uncertain
SMIM21	Q3B7S5	48	0	weak	no
SMIM23	A6NLE4	39	0	weak	low
SMIM24	O75264	190	0	weak	low
SMIM28	A0A1B0GU29	7	0	weak	uncertain
SMIM29	Q86T20	253	0	weak	uncertain
SMIM30	A4D0T7	100	6	weak	no
SMIM31	A0A1B0GVY4	71	1	weak	low
SMIM32	A0A1B0GUA5	18	0	weak	uncertain
SMIM33	A0A1B0GW64	11	0	weak	uncertain
SMIM34	A8MWV9	10	0	weak	low
SMIM35	A0A1B0GVV1	26	0	weak	low
SMIM36	A0A1B0GVT2	11	0	weak	low
SMIM38	A0A286YFK9	16	0	weak	uncertain
SMIM39	A0A1B0GW54	3	0	weak	uncertain
SMIM42	A0A5F9ZH02	4	0	weak	uncertain
SMIM43	Q4W5P6	63	1	weak	low
SMIM44	A0A286YF18	31	0	weak	uncertain
SMIM47	D0EPY3	2	0	weak	no
SMIM48	A0A494C1I1	9	2	weak	no
SMIM5	Q71RC9	80	0	weak	uncertain
SMIM7	Q9BQ49	62	1	weak	no
SMIM9	A6NGZ8	15	1	weak	low
SMLR1	H3BR10	36	1	weak	no
SMO	Q99835	301	29	direct_single_method	canonical
SMPD1	P17405	317	14	supportive_but_indirect	likely
SMPD2	O60906	264	26	weak	no
SMPD3	Q9NY59	267	29	supportive_but_indirect	likely
SMPD4	Q9NXE4	170	13	weak	no
SMPDL3A	Q92484	157	6	weak	no
SMPDL3B	Q92485	173	14	direct_multi_method	canonical
SNAP23	O00161	225	31	direct_multi_method	likely
SNAP25	P60880	371	8	weak	no
SNCA	P37840	376	12	weak	low
SND1	Q7KZF4	287	5	weak	low
SNN	O75324	299	0	weak	low
SNORC	Q6UX34	104	4	supportive_but_indirect	likely
SNRNP200	O75643	214	2	direct_multi_method	likely
SNTB2	Q13425	211	16	weak	no
SNTG2	Q9NY99	178	2	weak	no
SOCS3	O14543	323	15	weak	no
SOD2	P04179	338	7	weak	no
SOD3	P08294	244	31	supportive_but_indirect	canonical
SOFU1	Q96L11	109	3	weak	low
SORBS1	Q9BX66	363	3	weak	no
SORCS1	Q8WY21	166	16	direct_multi_method	canonical
SORCS2	Q96PQ0	191	21	direct_multi_method	canonical
SORCS3	Q9UPU3	210	16	supportive_but_indirect	likely
SORL1	Q92673	223	30	direct_multi_method	canonical
SORT1	Q99523	278	28	direct_multi_method	canonical
SPA17	Q15506	232	10	weak	low
SPAAR	A0A1B0GVQ0	223	3	weak	no
SPACA1	Q9HBV2	150	17	direct_multi_method	likely
SPACA3	Q8IXA5	141	19	direct_single_method	likely
SPACA4	Q8TDM5	89	6	direct_multi_method	likely
SPACA5	Q96QH8	52	3	weak	low
SPACA5B	Q96QH8	58	4	weak	low
SPACA6	W5XKT8	148	11	direct_single_method	likely
SPACA7	Q96KW9	62	6	weak	no
SPACDR	Q8IZ16	55	2	weak	no
SPADH	A0A494C103	81	1	weak	no
SPAG1	Q07617	222	6	weak	no
SPAG11A	Q6PDA7	213	4	supportive_but_indirect	likely
SPAG11B	Q08648	291	10	weak	low
SPAG8	Q99932	215	5	direct_single_method	likely
SPAG9	O60271	309	0	weak	no
SPAM1	P38567	239	20	direct_multi_method	likely
SPART	Q8N0X7	213	11	supportive_but_indirect	likely
SPATA12	Q7Z6I5	127	0	weak	no
SPATA31A3	Q5VYP0	24	1	weak	no
SPATA31A7	Q8IWB4	113	2	weak	no
SPATA31C2	B4DYI2	24	0	weak	low
SPATA31E1	Q6ZUB1	45	1	weak	no
SPATA31F1	Q6ZU69	147	1	weak	low
SPATA46	Q5T0L3	96	1	weak	low
SPATA9	Q9BWV2	247	2	weak	low
SPEF1	Q9Y4P9	312	3	weak	no
SPEM1	Q8N4L4	117	5	weak	low
SPEM3	A0A1B0GUW6	10	0	weak	low
SPESP1	Q6UW49	327	3	supportive_but_indirect	likely
SPG11	Q96JI7	207	7	weak	no
SPHK2	Q9NRA0	226	5	weak	low
SPINK13	Q1W4C9	82	4	weak	low
SPINK14	Q6IE38	32	0	weak	no
SPINK2	P20155	203	10	supportive_but_indirect	likely
SPINK4	O60575	160	5	weak	no
SPINK5	Q9NQ38	387	2	weak	no
SPINK6	Q6UWN8	131	11	weak	no
SPINK7	P58062	153	11	weak	no
SPINK8	P0C7L1	96	2	weak	low
SPINT1	O43278	304	18	supportive_but_indirect	likely
SPINT2	O43291	315	8	weak	likely
SPINT3	P49223	66	2	weak	low
SPINT4	Q6UDR6	46	3	weak	no
SPIRE1	Q08AE8	158	3	weak	no
SPN	P16150	299	21	direct_multi_method	canonical
SPNS2	Q8IVW8	220	24	direct_multi_method	canonical
SPNS3	Q6ZMD2	96	5	weak	no
SPOCK1	Q08629	212	14	weak	no
SPOCK3	Q9BQ16	189	6	weak	no
SPPL2A	Q8TCT8	224	14	weak	no
SPPL2B	Q8TCT7	195	11	supportive_but_indirect	canonical
SPPL3	Q8TCT6	202	23	weak	no
SPRN	Q5BIV9	266	3	weak	likely
SPRR2A	P35326	204	12	weak	no
SPRR2G	Q9BYE4	139	8	weak	no
SPRYD3	Q8NCJ5	80	0	weak	no
SQSTM1	Q13501	276	11	weak	no
SRC	P12931	353	19	direct_single_method	likely
SRGN	P10124	296	24	direct_single_method	likely
SRPX	P78539	357	0	weak	no
SRPX2	O60687	298	7	weak	low
SRRM2	Q9UQ35	212	3	direct_multi_method	likely
SSB	P05455	286	2	direct_single_method	likely
SSC4D	Q8WTU2	119	3	weak	no
