gene_symbol	uniprot_acc	triage_verdict	triage_reason	deep_dive_reason	deep_dive_tier	go_surface_flag	surfy_surface_flag	hpa_surface_flag	uniprot_optimized	cspa_optimized
PTCH1	Q13635	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
PTCH2	Q9Y6C5	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	0	1	1	0
PTCHD1	Q96NR3	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
PTCHD3	Q3KNS1	no	endomembrane_resident	endomembrane_resident	no	0	1	0	1	0
PTCHD4	Q6ZW05	contextual	lysosomal_exocytosis	cell_state_induced	low	0	1	1	0	0
PTCRA	Q6ISU1	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
PTER	Q96BW5	contextual	dual_localization	cytoplasmic	no	0	0	0	0	0
PTGDR	Q13258	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	1	1	0
PTGDR2	Q9Y5Y4	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	1
PTGDS	P41222	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
PTGER1	P34995	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
PTGER2	P43116	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
PTGER3	P43115	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
PTGER4	P35408	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
PTGFR	P43088	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
PTGFRN	Q9P2B2	yes	classical_surface_receptor	cell_state_induced	canonical	1	1	0	1	1
PTGIR	P43119	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
PTH1R	Q03431	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	1	1	1	1	0
PTH2R	P49190	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
PTK2B	Q14289	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
PTK7	Q13308	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	1
PTMA	P06454	contextual	cell_state_induced	cell_state_induced	low	0	0	0	0	0
PTP4A1	Q93096	contextual	dual_localization	dual_localization	low	1	0	0	0	0
PTP4A3	O75365	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	0
PTPN22	Q9Y2R2	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
PTPN4	P29074	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
PTPRA	P18433	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
PTPRB	P23467	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	1	1	1
PTPRC	P08575	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
PTPRCAP	Q14761	yes	classical_surface_receptor	stable_complex_partner	canonical	0	0	1	0	0
PTPRD	P23468	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
PTPRE	P23469	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	0	0	1	0
PTPRF	P10586	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
PTPRG	P23470	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	1
PTPRH	Q9HD43	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	1	1	0
PTPRJ	Q12913	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
PTPRK	Q15262	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
PTPRM	P28827	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	1
PTPRN	Q16849	contextual	dual_localization	dual_localization	likely	0	1	0	1	0
PTPRN2	Q92932	yes	classical_surface_receptor	cell_state_induced	likely	0	1	0	1	0
PTPRO	Q16827	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
PTPRQ	Q9UMZ3	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	1
PTPRR	Q15256	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	1	1	0
PTPRS	Q13332	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
PTPRT	O14522	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
PTPRU	Q92729	yes	classical_surface_receptor	classical_surface_receptor	likely	0	1	0	1	0
PTPRZ1	P23471	yes	classical_surface_receptor	cell_state_induced	canonical	0	1	0	1	1
PTPRZ2	P23471	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	0	0	1	1
PTTG1IP	P53801	yes	classical_surface_receptor	cell_state_induced	likely	0	1	0	1	1
PTTG1IP2	P0DTF9	contextual	dual_localization	other	low	0	0	0	1	0
PTX3	P26022	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
PTX4	Q96A99	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
PVR	P15151	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
PVRIG	Q6DKI7	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	0	0	1	0
PXDC1	Q5TGL8	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	1	0	0
PXDN	Q92626	contextual	dual_localization	dual_localization	low	1	0	0	1	1
PXDNL	A1KZ92	contextual	dual_localization	tissue_restricted_surface	low	0	0	0	1	0
QPCT	Q16769	contextual	dual_localization	endomembrane_resident	no	0	0	0	0	0
QRFPR	Q96P65	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
QSOX1	O00391	contextual	dual_localization	dual_localization	likely	0	1	0	0	1
QSOX2	Q6ZRP7	contextual	dual_localization	dual_localization	low	0	1	0	1	1
R3HDML	Q9H3Y0	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
RAB13	P51153	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
RAB22A	Q9UL26	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	0	0	0
RAB27B	O00194	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
RAB44	Q7Z6P3	contextual	lysosomal_exocytosis	lysosomal_exocytosis	likely	0	0	0	0	0
RAET1E	Q8TD07	yes	classical_surface_receptor	cell_state_induced	canonical	1	1	0	1	0
RAET1G	Q6H3X3	yes	gpi_anchored	cell_state_induced	canonical	1	1	1	1	1
RAET1L	Q5VY80	yes	gpi_anchored	cell_state_induced	canonical	1	1	1	1	0
RALA	P11233	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
RALBP1	Q15311	no	cytoplasmic	cytoplasmic	no	0	0	1	0	0
RALGAPA2	Q2PPJ7	no	inner_leaflet_anchored	cytoplasmic	no	0	0	1	0	0
RAMP1	O60894	yes	classical_surface_receptor	stable_complex_partner	canonical	1	0	0	1	0
RAMP2	O60895	yes	classical_surface_receptor	stable_complex_partner	canonical	1	1	0	1	0
RAMP3	O60896	yes	stable_complex_partner	stable_complex_partner	canonical	1	1	1	1	1
RAPGEF2	Q9Y4G8	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
RARRES1	P49788	contextual	cell_state_induced	cell_state_induced	canonical	0	0	0	0	0
RASA4B	C9J798	no	inner_leaflet_anchored	inner_leaflet_anchored	no	0	0	1	0	0
RASGRP4	Q8TDF6	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
RASL10B	Q96S79	contextual	dual_localization	inner_leaflet_anchored	no	0	0	0	0	0
RC3H2	Q9HBD1	contextual	dual_localization	dual_localization	low	1	0	0	0	0
RCCD1	A6NED2	no	cytoplasmic	cytoplasmic	no	0	0	1	0	0
RCN1	Q15293	contextual	dual_localization	dual_localization	likely	0	0	0	0	0
RDX	P35241	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
RECK	O95980	yes	gpi_anchored	gpi_anchored	canonical	1	1	1	1	1
REELD1	A0A1B0GV85	contextual	other	other	low	0	0	0	1	0
REG4	Q9BYZ8	contextual	cell_state_induced	cell_state_induced	low	0	0	0	0	0
RELL1	Q8IUW5	yes	classical_surface_receptor	cell_state_induced	canonical	0	1	1	1	1
RELL2	Q8NC24	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	0	0	1	0
RELT	Q969Z4	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	0	1	0
REN	P00797	contextual	stable_surface_attachment	cell_state_induced	low	0	0	0	0	0
RET	P07949	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
RETNLB	Q9BQ08	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
RFPL3	O75679	no	nuclear	nuclear	no	0	0	1	0	0
RFTN1	Q14699	yes	other	cell_state_induced	likely	0	0	0	0	0
RFTN2	Q52LD8	contextual	dual_localization	inner_leaflet_anchored	no	0	0	1	0	0
RGMA	Q96B86	yes	gpi_anchored	gpi_anchored	canonical	0	1	0	1	0
RGMB	Q6NW40	yes	gpi_anchored	dual_localization	likely	0	1	0	1	0
RGR	P47804	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	1	1	0
RGS19	P49795	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
RGS8	P57771	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
RGS9BP	Q6ZS82	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	1	1	0
RHAG	Q02094	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
RHBDF2	Q6PJF5	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	1	0	1	1
RHBDL2	Q9NX52	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	1	0	1	0
RHBDL3	P58872	yes	multipass_with_exposed_loops	endomembrane_resident	no	0	0	0	0	0
RHBG	Q9H310	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	0	0	1	0
RHCE	P18577	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	0	0	0	0
RHCG	Q9UBD6	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
RHD	Q02161	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	0	1	1	0
RHEX	Q6ZWK4	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	0	1	1	0
RHO	P08100	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	1	1	0	1	0
RHOA	P61586	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
RHOXF2	Q9BQY4	contextual	dual_localization	dual_localization	low	0	0	1	0	0
RIGI	O95786	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
RIMS2	Q9UQ26	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
RIMS4	Q9H426	no	inner_leaflet_anchored	cytoplasmic	no	1	0	0	0	0
RIPK1	Q13546	no	cytoplasmic	cytoplasmic	no	1	0	1	0	0
RNASE10	Q5GAN6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	0
RNASE11	Q8TAA1	contextual	other	other	uncertain	0	0	0	0	0
RNASE12	Q5GAN4	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
RNASE13	Q5GAN3	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
RNASE2	P10153	contextual	stable_surface_attachment	tissue_restricted_surface	likely	0	0	0	0	0
RNASE4	P34096	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
RNASE9	P60153	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	0	0
RNASEK	Q6P5S7	contextual	dual_localization	dual_localization	low	0	0	0	0	0
RNASET2	O00584	contextual	lysosomal_exocytosis	dual_localization	low	0	0	0	0	0
RNF114	Q9Y508	no	inner_leaflet_anchored	cytoplasmic	no	0	0	1	0	0
RNF128	Q8TEB7	contextual	cell_state_induced	cell_state_induced	likely	0	1	0	0	0
RNF13	O43567	no	endomembrane_resident	endomembrane_resident	no	0	1	0	0	1
RNF130	Q86XS8	contextual	dual_localization	multipass_with_exposed_loops	likely	0	1	0	1	1
RNF146	Q9NTX7	contextual	dual_localization	cytoplasmic	no	0	0	1	0	0
RNF149	Q8NC42	no	endomembrane_resident	endomembrane_resident	no	0	1	1	0	1
RNF150	Q9ULK6	no	cytoplasmic	other	uncertain	0	1	0	1	0
RNF152	Q8N8N0	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
RNF167	Q9H6Y7	no	cytoplasmic	dual_localization	likely	0	1	0	1	0
RNF180	Q86T96	no	endomembrane_resident	endomembrane_resident	no	0	0	0	1	0
RNF215	Q9Y6U7	no	cytoplasmic	other	uncertain	0	0	0	1	0
RNF217	Q8TC41	contextual	dual_localization	cytoplasmic	no	0	0	0	0	0
RNF39	Q9H2S5	no	cytoplasmic	cytoplasmic	no	0	0	1	0	0
RNF43	Q68DV7	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	0
RNFT2	Q96EX2	no	endomembrane_resident	endomembrane_resident	no	0	0	0	1	0
RNLS	Q5VYX0	contextual	stable_surface_attachment	stable_surface_attachment	likely	0	0	0	0	0
RO60	P10155	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	0
ROBO1	Q9Y6N7	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	1
ROBO2	Q9HCK4	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	0
ROBO3	Q96MS0	yes	classical_surface_receptor	cell_state_induced	canonical	0	1	1	1	0
ROBO4	Q8WZ75	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	0	1	0	0
ROM1	Q03395	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	1	0	0
ROR1	Q01973	yes	classical_surface_receptor	cell_state_induced	canonical	0	1	0	1	1
ROR2	Q01974	yes	classical_surface_receptor	cell_state_induced	canonical	0	1	0	1	1
ROS1	P08922	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	0
RP2	O75695	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
RPL29	P47914	contextual	dual_localization	dual_localization	uncertain	0	0	0	0	0
RPLP0	P05388	contextual	cell_state_induced	cytoplasmic	no	0	0	0	0	0
RPLP2	P05387	contextual	cell_state_induced	cytoplasmic	no	0	0	0	0	0
RPN1	P04843	no	endomembrane_resident	cell_state_induced	low	0	1	0	0	1
RPRM	Q9NS64	contextual	cell_state_induced	secreted_only	no	0	1	0	0	0
RPRML	Q8N4K4	contextual	cell_state_induced	tissue_restricted_surface	low	0	1	0	0	0
RPS3	P23396	contextual	dual_localization	dual_localization	low	1	0	0	0	0
RPSA	P08865	contextual	dual_localization	cell_state_induced	likely	0	0	1	0	0
RPSA2	A0A8I5KQE6	contextual	dual_localization	dual_localization	likely	0	0	0	0	0
RRH	O14718	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
RRP12	Q5JTH9	contextual	dual_localization	nuclear	no	0	0	1	0	0
RS1	O15537	no	secreted_only	tissue_restricted_surface	low	1	0	0	1	0
RSPO3	Q9BXY4	contextual	dual_localization	secreted_only	no	0	0	0	0	0
RSPO4	Q2I0M5	contextual	stable_surface_attachment	stable_surface_attachment	low	0	0	0	0	0
RSPRY1	Q96DX4	contextual	dual_localization	cytoplasmic	no	0	0	0	0	0
RTBDN	Q9BSG5	no	secreted_only	secreted_only	no	0	0	0	1	0
RTL3	Q8N8U3	no	cytoplasmic	cytoplasmic	no	0	0	1	0	0
RTL4	Q6ZR62	no	cytoplasmic	secreted_only	no	0	0	1	0	0
RTL8C	O15255	contextual	dual_localization	cytoplasmic	no	0	0	0	0	0
RTN2	O75298	no	endomembrane_resident	endomembrane_resident	no	1	0	0	1	0
RTN3	O95197	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
RTN4	Q9NQC3	contextual	dual_localization	dual_localization	low	0	0	0	1	0
RTN4R	Q9BZR6	yes	gpi_anchored	gpi_anchored	canonical	1	1	1	1	1
RTN4RL1	Q86UN2	yes	gpi_anchored	gpi_anchored	canonical	1	1	1	1	0
RTN4RL2	Q86UN3	yes	gpi_anchored	tissue_restricted_surface	likely	1	1	0	1	0
RTP1	P59025	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	0	0	1	0
RTP2	Q5QGT7	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	0	0	1	0
RTP3	Q9BQQ7	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	0	0
RTP5	Q14D33	contextual	tissue_restricted_surface	other	uncertain	0	0	0	0	0
RXFP1	Q9HBX9	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
RXFP2	Q8WXD0	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
RXFP3	Q9NSD7	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
RXFP4	Q8TDU9	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
RYK	P34925	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
S100A1	P23297	contextual	dual_localization	cell_state_induced	low	0	0	0	0	0
S100A10	P60903	contextual	dual_localization	dual_localization	likely	0	0	0	0	0
S100A11	P31949	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	0
S100A12	P80511	contextual	cell_state_induced	cell_state_induced	low	0	0	0	0	0
S100A13	Q99584	contextual	cell_state_induced	cell_state_induced	low	0	0	0	0	0
S100A14	Q9HCY8	no	cytoplasmic	cell_state_induced	canonical	0	0	1	0	0
S100A16	Q96FQ6	contextual	cell_state_induced	cell_state_induced	likely	0	0	1	0	0
S100A3	P33764	no	cytoplasmic	cytoplasmic	no	0	0	1	0	0
S100A4	P26447	contextual	dual_localization	cell_state_induced	low	0	0	0	0	0
S100A6	P06703	contextual	dual_localization	dual_localization	low	1	0	1	0	0
S100A7	P31151	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	0
S100A7A	Q86SG5	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	0
S100A8	P05109	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	0
S100A9	P06702	contextual	dual_localization	cell_state_induced	low	0	0	1	0	0
S100B	P04271	contextual	dual_localization	dual_localization	low	0	0	0	0	0
S100P	P25815	contextual	cell_state_induced	cell_state_induced	likely	0	0	0	0	0
S1PR1	P21453	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
S1PR2	O95136	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
S1PR3	Q99500	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
S1PR4	O95977	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
S1PR5	Q9H228	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	1
SAMD10	Q9BYL1	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	0	0	0
SAMD12	Q8N8I0	no	inner_leaflet_anchored	cytoplasmic	no	1	0	0	0	0
SAPCD1	Q5SSQ6	no	nuclear	nuclear	no	0	0	1	0	0
SAPCD2	Q86UD0	no	cytoplasmic	cytoplasmic	no	0	0	0	1	0
SARAF	Q96BY9	no	endomembrane_resident	dual_localization	low	0	0	0	0	0
SART3	Q15020	no	pmhc_only_intracellular	pmhc_only_intracellular	no	0	0	0	0	0
SBSN	Q6UWP8	contextual	cell_state_induced	tissue_restricted_surface	low	0	0	0	0	0
SCAMP1	O15126	no	endomembrane_resident	tissue_restricted_surface	low	0	0	0	0	0
SCAMP2	O15127	no	endomembrane_resident	dual_localization	low	0	0	0	0	0
SCAMP3	O14828	contextual	dual_localization	dual_localization	low	0	0	0	0	0
SCAMP4	Q969E2	no	endomembrane_resident	cell_state_induced	low	0	0	1	0	0
SCAMP5	Q8TAC9	contextual	dual_localization	dual_localization	low	0	0	0	1	0
SCARA3	Q6AZY7	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	0	0	1	0
SCARA5	Q6ZMJ2	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
SCARB1	Q8WTV0	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	1
SCARB2	Q14108	contextual	lysosomal_exocytosis	dual_localization	likely	0	1	0	0	0
SCARF1	Q14162	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	0
SCARF2	Q96GP6	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
SCART1	Q4G0T1	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
SCEL	O95171	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	1	0	1	0	0
SCG2	P13521	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
SCGB1D2	O95969	no	secreted_only	cell_state_induced	low	0	0	0	0	0
SCGN	O76038	contextual	dual_localization	cell_state_induced	low	0	0	0	0	0
SCIMP	Q6UWF3	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	1	0	0	1	0
SCN10A	Q9Y5Y9	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
SCN11A	Q9UI33	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	0	1	0
SCN1A	P35498	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	1	1	1	1	0
SCN1B	Q07699	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
SCN2A	Q99250	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
SCN2B	O60939	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
SCN3A	Q9NY46	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
SCN3B	Q9NY72	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	0
SCN4A	P35499	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
SCN4B	Q8IWT1	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
SCN5A	Q14524	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	0
SCN7A	Q01118	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	0
SCN8A	Q9UQD0	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	0
SCN9A	Q15858	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	0
SCNN1A	P37088	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
SCNN1B	P51168	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	0	1	0
SCNN1D	P51172	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	1
SCNN1G	P51170	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	1	1	1	1	0
SCPEP1	Q9HB40	contextual	lysosomal_exocytosis	secreted_only	no	0	0	0	0	0
SCPPPQ1	A0A411D538	contextual	tissue_restricted_surface	secreted_only	no	0	0	0	0	0
SCRG1	O75711	contextual	dual_localization	secreted_only	no	0	0	0	0	0
SCRIB	Q14160	no	inner_leaflet_anchored	inner_leaflet_anchored	no	1	0	1	0	0
SCTR	P47872	yes	multipass_with_exposed_loops	cell_state_induced	canonical	0	1	0	1	0
SCUBE1	Q8IWY4	yes	other	cell_state_induced	canonical	1	0	0	1	0
SCUBE2	Q9NQ36	contextual	dual_localization	dual_localization	canonical	1	0	0	1	0
SCUBE3	Q8IX30	contextual	stable_surface_attachment	cell_state_induced	canonical	1	0	1	1	0
SDC1	P18827	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	0
SDC2	P34741	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	0
SDC3	O75056	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	0	0	1	0
SDC4	P31431	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	0	1	1	0
SDIM1	Q6ZPB5	contextual	cell_state_induced	cytoplasmic	no	0	0	0	1	0
SDK1	Q7Z5N4	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
SDK2	Q58EX2	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	0	1	1
SECTM1	Q8WVN6	contextual	dual_localization	dual_localization	low	0	1	0	1	0
SEL1L2	Q5TEA6	no	endomembrane_resident	tissue_restricted_surface	low	0	0	0	1	0
SELE	P16581	contextual	cell_state_induced	cell_state_induced	canonical	1	1	0	1	0
SELENOF	O60613	no	endomembrane_resident	endomembrane_resident	no	0	0	0	0	0
SELENOP	P49908	contextual	stable_surface_attachment	secreted_only	no	0	0	0	0	0
SELENOS	Q9BQE4	contextual	dual_localization	endomembrane_resident	no	0	0	0	0	0
SELL	P14151	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
SELP	P16109	contextual	cell_state_induced	cell_state_induced	canonical	1	1	0	1	1
SELPLG	Q14242	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	0	1	1
SEMA3A	Q14563	contextual	stable_surface_attachment	stable_surface_attachment	canonical	0	0	0	0	1
SEMA3B	Q13214	contextual	stable_surface_attachment	stable_surface_attachment	canonical	0	0	0	0	0
SEMA3C	Q99985	contextual	dual_localization	secreted_only	no	0	0	1	0	1
SEMA3E	O15041	contextual	dual_localization	secreted_only	no	0	0	0	0	0
SEMA3G	Q9NS98	contextual	dual_localization	secreted_only	no	0	0	0	0	0
SEMA4A	Q9H3S1	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
SEMA4B	Q9NPR2	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	1
SEMA4C	Q9C0C4	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
SEMA4D	Q92854	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	1	1	1
SEMA4F	O95754	yes	classical_surface_receptor	tissue_restricted_surface	likely	0	1	0	1	1
SEMA4G	Q9NTN9	yes	classical_surface_receptor	cell_state_induced	canonical	0	1	0	1	1
SEMA5A	Q13591	yes	classical_surface_receptor	cell_state_induced	canonical	0	1	0	1	1
SEMA5B	Q9P283	contextual	dual_localization	dual_localization	low	0	1	0	1	0
SEMA6A	Q9H2E6	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	0
SEMA6B	Q9H3T3	yes	classical_surface_receptor	classical_surface_receptor	canonical	0	1	0	1	1
SEMA6C	Q9H3T2	yes	classical_surface_receptor	tissue_restricted_surface	likely	1	1	0	1	0
SEMA6D	Q8NFY4	yes	classical_surface_receptor	classical_surface_receptor	canonical	1	1	1	1	0
SEMA7A	O75326	yes	gpi_anchored	gpi_anchored	canonical	1	1	0	1	1
SEMG1	P04279	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	0	0	0	0
SERINC1	Q9NRX5	contextual	dual_localization	multipass_with_exposed_loops	likely	0	1	0	0	0
SERINC2	Q96SA4	yes	multipass_with_exposed_loops	dual_localization	canonical	0	1	1	1	0
SERINC3	Q13530	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	1	0	1	0
SERINC4	A6NH21	yes	multipass_with_exposed_loops	dual_localization	low	0	1	0	0	0
SERINC5	Q86VE9	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	1	1	1	0
