uniprot_accession	hgnc_id	hgnc_symbol	gene_symbol	ensembl_gene	ncbi_gene_id	src_sonnet	src_surfy	src_go	src_hpa	uniprot_optimized	cspa_optimized	n_sources_optimized	topo_gpi_anchored	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_no_tm_no_signal	up_has_glyc	deeptm_TM_NO_SP
Q8IXJ6	HGNC:10886	SIRT2	SIRT2	ENSG00000068903	22933.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9Y3P8	HGNC:17710	SIT1	SIT1	ENSG00000137078	27240.0	1	1	0	0	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q86WV1	HGNC:15605	SKAP1	SKAP1	ENSG00000141293	8631.0	0	0	1	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q13291	HGNC:10903	SLAMF1	SLAMF1	ENSG00000117090	6504.0	1	1	1	0	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q96DU3	HGNC:21392	SLAMF6	SLAMF6	ENSG00000162739	114836.0	1	1	1	1	1	1	5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q9NQ25	HGNC:21394	SLAMF7	SLAMF7	ENSG00000026751	57823.0	1	1	1	0	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q9P0V8	HGNC:21391	SLAMF8	SLAMF8	ENSG00000158714	56833.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q96A28	HGNC:18430	SLAMF9	SLAMF9	ENSG00000162723	89886.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q14973	HGNC:10905	SLC10A1	SLC10A1	ENSG00000100652	6554.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q12908	HGNC:10906	SLC10A2	SLC10A2	ENSG00000125255	6555.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P09131	HGNC:22979	SLC10A3	SLC10A3	ENSG00000126903	8273.0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Q96EP9	HGNC:22980	SLC10A4	SLC10A4	ENSG00000145248	201780.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q5PT55	HGNC:22981	SLC10A5	SLC10A5	ENSG00000253598	347051.0	1	1	0	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q3KNW5	HGNC:30603	SLC10A6	SLC10A6	ENSG00000145283	345274.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q0GE19	HGNC:23088	SLC10A7	SLC10A7	ENSG00000120519	84068.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P49279	HGNC:10907	SLC11A1	SLC11A1	ENSG00000018280	6556.0	0	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P49281	HGNC:10908	SLC11A2	SLC11A2	ENSG00000110911	4891.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q13621	HGNC:10910	SLC12A1	SLC12A1	ENSG00000074803	6557.0	0	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P55011	HGNC:10911	SLC12A2	SLC12A2	ENSG00000064651	6558.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P55017	HGNC:10912	SLC12A3	SLC12A3	ENSG00000070915	6559.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9UP95	HGNC:10913	SLC12A4	SLC12A4	ENSG00000124067	6560.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9H2X9	HGNC:13818	SLC12A5	SLC12A5	ENSG00000124140	57468.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9UHW9	HGNC:10914	SLC12A6	SLC12A6	ENSG00000140199	9990.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y666	HGNC:10915	SLC12A7	SLC12A7	ENSG00000113504	10723.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
A0AV02	HGNC:15595	SLC12A8	SLC12A8	ENSG00000221955	84561.0	1	1	1	0	0	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BXP2	HGNC:17435	SLC12A9	SLC12A9	ENSG00000146828	56996.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BZW2	HGNC:10916	SLC13A1	SLC13A1	ENSG00000081800	6561.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q13183	HGNC:10917	SLC13A2	SLC13A2	ENSG00000007216	9058.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8WWT9	HGNC:14430	SLC13A3	SLC13A3	ENSG00000158296	64849.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9UKG4	HGNC:15827	SLC13A4	SLC13A4	ENSG00000164707	26266.0	1	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q86YT5	HGNC:23089	SLC13A5	SLC13A5	ENSG00000141485	284111.0	1	0	0	1	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q13336	HGNC:10918	SLC14A1	SLC14A1	ENSG00000141469	6563.0	1	1	1	1	1	1	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q15849	HGNC:10919	SLC14A2	SLC14A2	ENSG00000132874	8170.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P46059	HGNC:10920	SLC15A1	SLC15A1	ENSG00000088386	6564.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q16348	HGNC:10921	SLC15A2	SLC15A2	ENSG00000163406	6565.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8IY34	HGNC:18068	SLC15A3	SLC15A3	ENSG00000110446	51296.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8N697	HGNC:23090	SLC15A4	SLC15A4	ENSG00000139370	121260.0	0	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
A6NIM6	HGNC:33455	SLC15A5	SLC15A5	ENSG00000188991	729025.0	1	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P53985	HGNC:10922	SLC16A1	SLC16A1	ENSG00000155380	6566.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8TF71	HGNC:17027	SLC16A10	SLC16A10	ENSG00000112394	117247.0	1	0	1	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8NCK7	HGNC:23093	SLC16A11	SLC16A11	ENSG00000174326	162515.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q6ZSM3	HGNC:23094	SLC16A12	SLC16A12	ENSG00000152779	387700.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q7RTY0	HGNC:31037	SLC16A13	SLC16A13	ENSG00000174327	201232.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q7RTX9	HGNC:26417	SLC16A14	SLC16A14	ENSG00000163053	151473.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P36021	HGNC:10923	SLC16A2	SLC16A2	ENSG00000147100	6567.0	1	0	1	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O15427	HGNC:10924	SLC16A3	SLC16A3	ENSG00000141526	9123.0	1	0	1	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O15374	HGNC:10925	SLC16A4	SLC16A4	ENSG00000168679	9122.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O15375	HGNC:10926	SLC16A5	SLC16A5	ENSG00000170190	9121.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O15403	HGNC:10927	SLC16A6	SLC16A6	ENSG00000108932	9120.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O60669	HGNC:10928	SLC16A7	SLC16A7	ENSG00000118596	9194.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O95907	HGNC:16270	SLC16A8	SLC16A8	ENSG00000100156	23539.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q7RTY1	HGNC:23520	SLC16A9	SLC16A9	ENSG00000165449	220963.0	1	0	0	1	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q14916	HGNC:10929	SLC17A1	SLC17A1	ENSG00000124568	6568.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O00624	HGNC:10930	SLC17A2	SLC17A2	ENSG00000112337	10246.0	1	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O00476	HGNC:10931	SLC17A3	SLC17A3	ENSG00000124564	10786.0	1	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y2C5	HGNC:10932	SLC17A4	SLC17A4	ENSG00000146039	10050.0	1	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NRA2	HGNC:10933	SLC17A5	SLC17A5	ENSG00000119899	26503.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9P2U8	HGNC:16703	SLC17A6	SLC17A6	ENSG00000091664	57084.0	0	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9P2U7	HGNC:16704	SLC17A7	SLC17A7	ENSG00000104888	57030.0	0	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8NDX2	HGNC:20151	SLC17A8	SLC17A8	ENSG00000179520	246213.0	0	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BYT1	HGNC:16192	SLC17A9	SLC17A9	ENSG00000101194	63910.0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P54219	HGNC:10934	SLC18A1	SLC18A1	ENSG00000036565	6570.0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q05940	HGNC:10935	SLC18A2	SLC18A2	ENSG00000165646	6571.0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q16572	HGNC:10936	SLC18A3	SLC18A3	ENSG00000187714	6572.0	0	1	1	0	0	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q6NT16	HGNC:21573	SLC18B1	SLC18B1	ENSG00000146409	116843.0	0	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P41440	HGNC:10937	SLC19A1	SLC19A1	ENSG00000173638	6573.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O60779	HGNC:10938	SLC19A2	SLC19A2	ENSG00000117479	10560.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BZV2	HGNC:16266	SLC19A3	SLC19A3	ENSG00000135917	80704.0	1	1	0	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P43005	HGNC:10939	SLC1A1	SLC1A1	ENSG00000106688	6505.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P43004	HGNC:10940	SLC1A2	SLC1A2	ENSG00000110436	6506.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P43003	HGNC:10941	SLC1A3	SLC1A3	ENSG00000079215	6507.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P43007	HGNC:10942	SLC1A4	SLC1A4	ENSG00000115902	6509.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q15758	HGNC:10943	SLC1A5	SLC1A5	ENSG00000105281	6510.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P48664	HGNC:10944	SLC1A6	SLC1A6	ENSG00000105143	6511.0	1	1	0	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O00341	HGNC:10945	SLC1A7	SLC1A7	ENSG00000162383	6512.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8WUM9	HGNC:10946	SLC20A1	SLC20A1	ENSG00000144136	6574.0	1	0	0	1	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q08357	HGNC:10947	SLC20A2	SLC20A2	ENSG00000168575	6575.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O15245	HGNC:10963	SLC22A1	SLC22A1	ENSG00000175003	6580.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q63ZE4	HGNC:18057	SLC22A10	SLC22A10	ENSG00000184999	387775.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NSA0	HGNC:18120	SLC22A11	SLC22A11	ENSG00000168065	55867.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q96S37	HGNC:17989	SLC22A12	SLC22A12	ENSG00000197891	116085.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y226	HGNC:8494	SLC22A13	SLC22A13	ENSG00000172940	9390.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y267	HGNC:8495	SLC22A14	SLC22A14	ENSG00000144671	9389.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8IZD6	HGNC:20301	SLC22A15	SLC22A15	ENSG00000163393	55356.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q86VW1	HGNC:20302	SLC22A16	SLC22A16	ENSG00000004809	85413.0	1	1	0	1	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8WUG5	HGNC:23095	SLC22A17	SLC22A17	ENSG00000092096	51310.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O15244	HGNC:10966	SLC22A2	SLC22A2	ENSG00000112499	6582.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
A1A5C7	HGNC:21106	SLC22A23	SLC22A23	ENSG00000137266	63027.0	1	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8N4F4	HGNC:28542	SLC22A24	SLC22A24	ENSG00000197658	283238.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q6T423	HGNC:32935	SLC22A25	SLC22A25	ENSG00000196600	387601.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O75751	HGNC:10967	SLC22A3	SLC22A3	ENSG00000146477	6581.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
A6NKX4	HGNC:27091	SLC22A31	SLC22A31	ENSG00000259803	146429.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9H015	HGNC:10968	SLC22A4	SLC22A4	ENSG00000197208	6583.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O76082	HGNC:10969	SLC22A5	SLC22A5	ENSG00000197375	6584.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q4U2R8	HGNC:10970	SLC22A6	SLC22A6	ENSG00000197901	9356.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y694	HGNC:10971	SLC22A7	SLC22A7	ENSG00000137204	10864.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8TCC7	HGNC:10972	SLC22A8	SLC22A8	ENSG00000149452	9376.0	0	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8IVM8	HGNC:16261	SLC22A9	SLC22A9	ENSG00000149742	114571.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9UHI7	HGNC:10974	SLC23A1	SLC23A1	ENSG00000170482	9963.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9UGH3	HGNC:10973	SLC23A2	SLC23A2	ENSG00000089057	9962.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q6PIS1	HGNC:20601	SLC23A3	SLC23A3	ENSG00000213901	151295.0	1	0	0	1	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O60721	HGNC:10975	SLC24A1	SLC24A1	ENSG00000074621	9187.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9UI40	HGNC:10976	SLC24A2	SLC24A2	ENSG00000155886	25769.0	1	1	0	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9HC58	HGNC:10977	SLC24A3	SLC24A3	ENSG00000185052	57419.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8NFF2	HGNC:10978	SLC24A4	SLC24A4	ENSG00000140090	123041.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q71RS6	HGNC:20611	SLC24A5	SLC24A5	ENSG00000188467	283652.0	0	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9H0C2	HGNC:25319	SLC25A31	SLC25A31	ENSG00000151475	83447.0	0	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9H2B4	HGNC:10993	SLC26A1	SLC26A1	ENSG00000145217	10861.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q86WA9	HGNC:14471	SLC26A11	SLC26A11	ENSG00000181045	284129.0	1	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P50443	HGNC:10994	SLC26A2	SLC26A2	ENSG00000155850	1836.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P40879	HGNC:3018	SLC26A3	SLC26A3	ENSG00000091138	1811.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O43511	HGNC:8818	SLC26A4	SLC26A4	ENSG00000091137	5172.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P58743	HGNC:9359	SLC26A5	SLC26A5	ENSG00000170615	375611.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BXS9	HGNC:14472	SLC26A6	SLC26A6	ENSG00000225697	65010.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8TE54	HGNC:14467	SLC26A7	SLC26A7	ENSG00000147606	115111.0	1	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q96RN1	HGNC:14468	SLC26A8	SLC26A8	ENSG00000112053	116369.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q7LBE3	HGNC:14469	SLC26A9	SLC26A9	ENSG00000174502	115019.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q6PCB7	HGNC:10995	SLC27A1	SLC27A1	ENSG00000130304	376497.0	1	0	1	1	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
O14975	HGNC:10996	SLC27A2	SLC27A2	ENSG00000140284	11001.0	0	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q5K4L6	HGNC:10997	SLC27A3	SLC27A3	ENSG00000143554	11000.0	1	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q6P1M0	HGNC:10998	SLC27A4	SLC27A4	ENSG00000167114	10999.0	1	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9Y2P5	HGNC:10999	SLC27A5	SLC27A5	ENSG00000083807	10998.0	0	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9Y2P4	HGNC:11000	SLC27A6	SLC27A6	ENSG00000113396	28965.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
O00337	HGNC:11001	SLC28A1	SLC28A1	ENSG00000156222	9154.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O43868	HGNC:11002	SLC28A2	SLC28A2	ENSG00000137860	9153.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9HAS3	HGNC:16484	SLC28A3	SLC28A3	ENSG00000197506	64078.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q99808	HGNC:11003	SLC29A1	SLC29A1	ENSG00000112759	2030.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q14542	HGNC:11004	SLC29A2	SLC29A2	ENSG00000174669	3177.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BZD2	HGNC:23096	SLC29A3	SLC29A3	ENSG00000198246	55315.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q7RTT9	HGNC:23097	SLC29A4	SLC29A4	ENSG00000164638	222962.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P11166	HGNC:11005	SLC2A1	SLC2A1	ENSG00000117394	6513.0	1	1	1	1	1	1	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O95528	HGNC:13444	SLC2A10	SLC2A10	ENSG00000197496	81031.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BYW1	HGNC:14239	SLC2A11	SLC2A11	ENSG00000133460	66035.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8TD20	HGNC:18067	SLC2A12	SLC2A12	ENSG00000146411	154091.0	1	1	0	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q96QE2	HGNC:15956	SLC2A13	SLC2A13	ENSG00000151229	114134.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8TDB8	HGNC:18301	SLC2A14	SLC2A14	ENSG00000173262	144195.0	1	1	0	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P11168	HGNC:11006	SLC2A2	SLC2A2	ENSG00000163581	6514.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P11169	HGNC:11007	SLC2A3	SLC2A3	ENSG00000059804	6515.0	1	1	0	1	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P14672	HGNC:11009	SLC2A4	SLC2A4	ENSG00000181856	6517.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P22732	HGNC:11010	SLC2A5	SLC2A5	ENSG00000142583	6518.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9UGQ3	HGNC:11011	SLC2A6	SLC2A6	ENSG00000160326	11182.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q6PXP3	HGNC:13445	SLC2A7	SLC2A7	ENSG00000197241	155184.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NY64	HGNC:13812	SLC2A8	SLC2A8	ENSG00000136856	29988.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NRM0	HGNC:13446	SLC2A9	SLC2A9	ENSG00000109667	56606.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y6M5	HGNC:11012	SLC30A1	SLC30A1	ENSG00000170385	7779.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q6XR72	HGNC:25355	SLC30A10	SLC30A10	ENSG00000196660	55532.0	0	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9BRI3	HGNC:11013	SLC30A2	SLC30A2	ENSG00000158014	7780.0	0	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8TAD4	HGNC:19089	SLC30A5	SLC30A5	ENSG00000145740	64924.0	0	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q6NXT4	HGNC:19305	SLC30A6	SLC30A6	ENSG00000152683	55676.0	0	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
