ncbi_gene_id	gene_symbol	synonyms	chromosome	map_location	description	dbXrefs	hgnc_id	ensembl_gene	mim
201140	DHRS7C	SDR32C2	17	17p13.1	dehydrogenase/reductase 7C	MIM:616161|HGNC:HGNC:32423|Ensembl:ENSG00000184544|AllianceGenome:HGNC:32423	HGNC:32423	ENSG00000184544	616161
201158	TVP23C	FAM18B2	17	17p12	trans-golgi network vesicle protein 23 homolog C	HGNC:HGNC:30453|Ensembl:ENSG00000175106|AllianceGenome:HGNC:30453	HGNC:30453	ENSG00000175106	
201161	CENPV	3110013H01Rik|CENP-V|PRR6|p30	17	17p11.2	centromere protein V	MIM:608139|HGNC:HGNC:29920|Ensembl:ENSG00000166582|AllianceGenome:HGNC:29920	HGNC:29920	ENSG00000166582	608139
201163	FLCN	BHD|DENND8B|FLCL	17	17p11.2	folliculin	MIM:607273|HGNC:HGNC:27310|Ensembl:ENSG00000154803|AllianceGenome:HGNC:27310	HGNC:27310	ENSG00000154803	607273
201164	PLD6	ZUC	17	17p11.2	phospholipase D family member 6	MIM:614960|HGNC:HGNC:30447|Ensembl:ENSG00000179598|AllianceGenome:HGNC:30447	HGNC:30447	ENSG00000179598	614960
201176	ARHGAP27	CAMGAP1|PP905|SH3D20|SH3P20	17	17q21.31	Rho GTPase activating protein 27	MIM:610591|HGNC:HGNC:31813|Ensembl:ENSG00000159314|AllianceGenome:HGNC:31813	HGNC:31813	ENSG00000159314	610591
201181	ZNF385C	-	17	17q21.2	zinc finger protein 385C	MIM:620982|HGNC:HGNC:33722|Ensembl:ENSG00000187595|AllianceGenome:HGNC:33722	HGNC:33722	ENSG00000187595	620982
201191	SAMD14	-	17	17q21.33	sterile alpha motif domain containing 14	MIM:619233|HGNC:HGNC:27312|Ensembl:ENSG00000167100|AllianceGenome:HGNC:27312	HGNC:27312	ENSG00000167100	619233
201229	LYRM9	C17orf108|HSD24	17	17q11.2	LYR motif containing 9	HGNC:HGNC:27314|Ensembl:ENSG00000232859|AllianceGenome:HGNC:27314	HGNC:27314	ENSG00000232859	
201232	SLC16A13	MCT13	17	17p13.1	solute carrier family 16 member 13	HGNC:HGNC:31037|Ensembl:ENSG00000174327|AllianceGenome:HGNC:31037	HGNC:31037	ENSG00000174327	
201243	SPEM2	C17orf74	17	17p13.1	SPEM family member 2	HGNC:HGNC:27315|Ensembl:ENSG00000184560|AllianceGenome:HGNC:27315	HGNC:27315	ENSG00000184560	
201254	CENPX	CENP-X|D9|FAAP10|MHF2|STRA13	17	17q25.3	centromere protein X	MIM:615128|HGNC:HGNC:11422|Ensembl:ENSG00000169689|AllianceGenome:HGNC:11422	HGNC:11422	ENSG00000169689	615128
201255	LRRC45	-	17	17q25.3	leucine rich repeat containing 45	MIM:621312|HGNC:HGNC:28302|Ensembl:ENSG00000169683|AllianceGenome:HGNC:28302	HGNC:28302	ENSG00000169683	621312
201266	SLC39A11	C17orf26|ZIP-11|ZIP11	17	17q24.3-q25.1	solute carrier family 39 member 11	MIM:616508|HGNC:HGNC:14463|Ensembl:ENSG00000133195|AllianceGenome:HGNC:14463	HGNC:14463	ENSG00000133195	616508
201292	TRIM65	4732463G12Rik	17	17q25.1	tripartite motif containing 65	MIM:619408|HGNC:HGNC:27316|Ensembl:ENSG00000141569|AllianceGenome:HGNC:27316	HGNC:27316	ENSG00000141569	619408
201294	UNC13D	HLH3|HPLH3|Munc13-4	17	17q25.1	unc-13 homolog D	MIM:608897|HGNC:HGNC:23147|Ensembl:ENSG00000092929|AllianceGenome:HGNC:23147	HGNC:23147	ENSG00000092929	608897
201299	RDM1	RAD52B	17	17q12	RAD52 motif containing 1	MIM:612896|HGNC:HGNC:19950|Ensembl:ENSG00000278023|AllianceGenome:HGNC:19950	HGNC:19950	ENSG00000278023	612896
201305	SPNS3	SLC62A3|SLC63A3	17	17p13.2	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)	MIM:611701|HGNC:HGNC:28433|Ensembl:ENSG00000182557|AllianceGenome:HGNC:28433	HGNC:28433	ENSG00000182557	611701
201456	FBXO15	FBX15	18	18q22.3	F-box protein 15	MIM:609093|HGNC:HGNC:13617|Ensembl:ENSG00000141665|AllianceGenome:HGNC:13617	HGNC:13617	ENSG00000141665	609093
201475	RAB12	-	18	18p11.22	RAB12, member RAS oncogene family	MIM:616448|HGNC:HGNC:31332|Ensembl:ENSG00000206418|AllianceGenome:HGNC:31332	HGNC:31332	ENSG00000206418	616448
201501	ZBTB7C	APM-1|APM1|ZBTB36|ZNF857C	18	18q21.1	zinc finger and BTB domain containing 7C	MIM:616591|HGNC:HGNC:31700|Ensembl:ENSG00000184828|AllianceGenome:HGNC:31700	HGNC:31700	ENSG00000184828	616591
201514	ZNF584	-	19	19q13.43	zinc finger protein 584	HGNC:HGNC:27318|Ensembl:ENSG00000171574|AllianceGenome:HGNC:27318	HGNC:27318	ENSG00000171574	
201516	ZSCAN4	ZNF494	19	19q13.43	zinc finger and SCAN domain containing 4	MIM:613419|HGNC:HGNC:23709|Ensembl:ENSG00000180532|AllianceGenome:HGNC:23709	HGNC:23709	ENSG00000180532	613419
201562	HACD2	PTPLB	3	3q21.1	3-hydroxyacyl-CoA dehydratase 2	MIM:615939|HGNC:HGNC:9640|Ensembl:ENSG00000206527|AllianceGenome:HGNC:9640	HGNC:9640	ENSG00000206527	615939
201595	STT3B	CDG1X|SIMP|STT3-B	3	3p23	STT3 oligosaccharyltransferase complex catalytic subunit B	MIM:608605|HGNC:HGNC:30611|Ensembl:ENSG00000163527|AllianceGenome:HGNC:30611	HGNC:30611	ENSG00000163527	608605
201625	DNAH12	DHC3|DLP12|DLP3|DNAH12L|DNAH7L|DNAHC12|DNAHC3|DNHD2|HDHC3|HL-19|HL19|SPGF100	3	3p14.3	dynein axonemal heavy chain 12	MIM:603340|HGNC:HGNC:2943|Ensembl:ENSG00000174844|AllianceGenome:HGNC:2943	HGNC:2943	ENSG00000174844	603340
201626	PDE12	2'-PDE|2-PDE	3	3p14.3	phosphodiesterase 12	MIM:616519|HGNC:HGNC:25386|Ensembl:ENSG00000174840|AllianceGenome:HGNC:25386	HGNC:25386	ENSG00000174840	616519
201627	DENND6A	AFI1A|FAM116A	3	3p14.3	DENN domain containing 6A	MIM:620561|HGNC:HGNC:26635|Ensembl:ENSG00000174839|AllianceGenome:HGNC:26635	HGNC:26635	ENSG00000174839	620561
201633	TIGIT	VSIG9|VSTM3|WUCAM	3	3q13.31	T cell immunoreceptor with Ig and ITIM domains	MIM:612859|HGNC:HGNC:26838|Ensembl:ENSG00000181847|AllianceGenome:HGNC:26838	HGNC:26838	ENSG00000181847	612859
201725	C4orf46	RCDG1	4	4q32.1	chromosome 4 open reading frame 46	MIM:616210|HGNC:HGNC:27320|Ensembl:ENSG00000205208|AllianceGenome:HGNC:27320	HGNC:27320	ENSG00000205208	616210
201780	SLC10A4	P4	4	4p11	solute carrier family 10 member 4	MIM:618563|HGNC:HGNC:22980|Ensembl:ENSG00000145248|AllianceGenome:HGNC:22980	HGNC:22980	ENSG00000145248	618563
201798	TIGD4	-	4	4q31.3	tigger transposable element derived 4	HGNC:HGNC:18335|Ensembl:ENSG00000169989|AllianceGenome:HGNC:18335	HGNC:18335	ENSG00000169989	
201799	TMEM154	-	4	4q31.3	transmembrane protein 154	HGNC:HGNC:26489|Ensembl:ENSG00000170006|AllianceGenome:HGNC:26489	HGNC:26489	ENSG00000170006	
201895	SMIM14	C4orf34	4	4p14	small integral membrane protein 14	HGNC:HGNC:27321|Ensembl:ENSG00000163683|AllianceGenome:HGNC:27321	HGNC:27321	ENSG00000163683	
201931	TMEM192	-	4	4q32.3	transmembrane protein 192	MIM:620677|HGNC:HGNC:26775|Ensembl:ENSG00000170088|AllianceGenome:HGNC:26775	HGNC:26775	ENSG00000170088	620677
201965	RWDD4	FAM28A|RWDD4A	4	4q35.1	RWD domain containing 4	HGNC:HGNC:23750|Ensembl:ENSG00000182552|AllianceGenome:HGNC:23750	HGNC:23750	ENSG00000182552	
201973	PRIMPOL	CCDC111|MYP22|Primpol1	4	4q35.1	primase and DNA directed polymerase	MIM:615421|HGNC:HGNC:26575|Ensembl:ENSG00000164306|AllianceGenome:HGNC:26575	HGNC:26575	ENSG00000164306	615421
202018	TAPT1	CMVFR|OCLSBG	4	4p15.32	transmembrane anterior posterior transformation 1	MIM:612758|HGNC:HGNC:26887|Ensembl:ENSG00000169762|AllianceGenome:HGNC:26887	HGNC:26887	ENSG00000169762	612758
202051	SPATA24	CCDC161|T6441	5	5q31.2	spermatogenesis associated 24	MIM:621086|HGNC:HGNC:27322|Ensembl:ENSG00000170469|AllianceGenome:HGNC:27322	HGNC:27322	ENSG00000170469	621086
202052	DNAJC18	-	5	5q31.2	DnaJ heat shock protein family (Hsp40) member C18	MIM:621108|HGNC:HGNC:28429|Ensembl:ENSG00000170464|AllianceGenome:HGNC:28429	HGNC:28429	ENSG00000170464	621108
202151	RANBP3L	-	5	5p13.2	RAN binding protein 3 like	MIM:616391|HGNC:HGNC:26353|Ensembl:ENSG00000164188|AllianceGenome:HGNC:26353	HGNC:26353	ENSG00000164188	616391
202243	CCDC125	KENAE	5	5q13.2	coiled-coil domain containing 125	MIM:613781|HGNC:HGNC:28924|Ensembl:ENSG00000183323|AllianceGenome:HGNC:28924	HGNC:28924	ENSG00000183323	613781
202309	GAPT	C5orf29	5	5q11.2	GRB2 binding adaptor protein, transmembrane	MIM:620440|HGNC:HGNC:26588|Ensembl:ENSG00000175857|AllianceGenome:HGNC:26588	HGNC:26588	ENSG00000175857	620440
202333	CMYA5	C5orf10|SPRYD2|TRIM76	5	5q14.1	cardiomyopathy associated 5	MIM:612193|HGNC:HGNC:14305|Ensembl:ENSG00000164309|AllianceGenome:HGNC:14305	HGNC:14305	ENSG00000164309	612193
202374	STK32A	YANK1	5	5q32	serine/threonine kinase 32A	MIM:621310|HGNC:HGNC:28317|Ensembl:ENSG00000169302|AllianceGenome:HGNC:28317	HGNC:28317	ENSG00000169302	621310
202500	DRC5	D6S46|FAP155|TCTE1	6	6p21.1	dynein regulatory complex subunit 5	MIM:186975|HGNC:HGNC:11693|Ensembl:ENSG00000146221|AllianceGenome:HGNC:11693	HGNC:11693	ENSG00000146221	186975
202559	KHDRBS2	KHDRBS2-OT|KHDRBS2-OT1|SLM-1|SLM1	6	6q11.1	KH RNA binding domain containing, signal transduction associated 2	MIM:610487|HGNC:HGNC:18114|Ensembl:ENSG00000112232|AllianceGenome:HGNC:18114	HGNC:18114	ENSG00000112232	610487
202865	C7orf33	-	7	7q36.1	chromosome 7 open reading frame 33	HGNC:HGNC:21724|Ensembl:ENSG00000170279|AllianceGenome:HGNC:21724	HGNC:21724	ENSG00000170279	
202915	TMEM184A	SDMG1|SLC51C1	7	7p22.3	transmembrane protein 184A	HGNC:HGNC:28797|Ensembl:ENSG00000164855|AllianceGenome:HGNC:28797	HGNC:28797	ENSG00000164855	
203054	ADCK5	-	8	8q24.3	aarF domain containing kinase 5	MIM:621165|HGNC:HGNC:21738|Ensembl:ENSG00000173137|AllianceGenome:HGNC:21738	HGNC:21738	ENSG00000173137	621165
203062	TSNARE1	-	8	8q24.3	t-SNARE domain containing 1	MIM:620986|HGNC:HGNC:26437|Ensembl:ENSG00000171045|AllianceGenome:HGNC:26437	HGNC:26437	ENSG00000171045	620986
203068	TUBB	CDCBM6|CSCSC1|M40|OK/SW-cl.56|TUBB1|TUBB5	6	6p21.33	tubulin beta class I	MIM:191130|HGNC:HGNC:20778|Ensembl:ENSG00000196230|AllianceGenome:HGNC:20778	HGNC:20778	ENSG00000196230	191130
203069	R3HCC1	-	8	8p21.3	R3H domain and coiled-coil containing 1	HGNC:HGNC:27329|Ensembl:ENSG00000104679|AllianceGenome:HGNC:27329	HGNC:27329	ENSG00000104679	
203074	PRSS55	CT153|T-SP1|TSP1|UNQ9391	8	8p23.1	serine protease 55	MIM:615144|HGNC:HGNC:30824|Ensembl:ENSG00000184647|AllianceGenome:HGNC:30824	HGNC:30824	ENSG00000184647	615144
203076	C8orf74	-	8	8p23.1	chromosome 8 open reading frame 74	HGNC:HGNC:32296|Ensembl:ENSG00000171060|AllianceGenome:HGNC:32296	HGNC:32296	ENSG00000171060	
203100	HTRA4	-	8	8p11.22	HtrA serine peptidase 4	MIM:610700|HGNC:HGNC:26909|Ensembl:ENSG00000169495|AllianceGenome:HGNC:26909	HGNC:26909	ENSG00000169495	610700
203102	ADAM32	-	8	8p11.22	ADAM metallopeptidase domain 32	MIM:618602|HGNC:HGNC:15479|Ensembl:ENSG00000197140|AllianceGenome:HGNC:15479	HGNC:15479	ENSG00000197140	618602
203111	ERICH5	C8orf47	8	8q22.2	glutamate rich 5	MIM:620895|HGNC:HGNC:26823|Ensembl:ENSG00000177459|AllianceGenome:HGNC:26823	HGNC:26823	ENSG00000177459	620895
203190	LGI3	IDDMDS|LGIL4	8	8p21.3	leucine rich repeat LGI family member 3	MIM:608302|HGNC:HGNC:18711|Ensembl:ENSG00000168481|AllianceGenome:HGNC:18711	HGNC:18711	ENSG00000168481	608302
203197	TMEM268	C9orf91	9	9q32	transmembrane protein 268	HGNC:HGNC:24513|Ensembl:ENSG00000157693|AllianceGenome:HGNC:24513	HGNC:24513	ENSG00000157693	
203228	C9orf72	ALSFTD|DENND9|DENNL72|FTDALS|FTDALS1	9	9p21.2	C9orf72-SMCR8 complex subunit	MIM:614260|HGNC:HGNC:28337|Ensembl:ENSG00000147894|AllianceGenome:HGNC:28337	HGNC:28337	ENSG00000147894	614260
203238	CCDC171	C9orf93|bA536D16.1|bA778P13.1	9	9p22.3	coiled-coil domain containing 171	HGNC:HGNC:29828|Ensembl:ENSG00000164989|AllianceGenome:HGNC:29828	HGNC:29828	ENSG00000164989	
203245	NAIF1	C9orf90|bA379C10.2	9	9q34.11	nuclear apoptosis inducing factor 1	MIM:610673|HGNC:HGNC:25446|Ensembl:ENSG00000171169|AllianceGenome:HGNC:25446	HGNC:25446	ENSG00000171169	610673
203259	FAM219A	C9orf25	9	9p13.3	family with sequence similarity 219 member A	HGNC:HGNC:19920|Ensembl:ENSG00000164970|AllianceGenome:HGNC:19920	HGNC:19920	ENSG00000164970	
203260	CCDC107	PSEC0222	9	9p13.3	coiled-coil domain containing 107	HGNC:HGNC:28465|Ensembl:ENSG00000159884|AllianceGenome:HGNC:28465	HGNC:28465	ENSG00000159884	
203286	ANKS6	ANKRD14|NPHP16|PKDR1|SAMD6	9	9q22.33	ankyrin repeat and sterile alpha motif domain containing 6	MIM:615370|HGNC:HGNC:26724|Ensembl:ENSG00000165138|AllianceGenome:HGNC:26724	HGNC:26724	ENSG00000165138	615370
203328	SUSD3	-	9	9q22.31	sushi domain containing 3	MIM:616429|HGNC:HGNC:28391|Ensembl:ENSG00000157303|AllianceGenome:HGNC:28391	HGNC:28391	ENSG00000157303	616429
203413	CT83	CXorf61|KK-LC-1|KKLC1	X	Xq23	cancer/testis antigen 83	MIM:300625|HGNC:HGNC:33494|Ensembl:ENSG00000204019|AllianceGenome:HGNC:33494	HGNC:33494	ENSG00000204019	300625
203427	SLC25A43	-	X	Xq24	solute carrier family 25 member 43	MIM:300641|HGNC:HGNC:30557|Ensembl:ENSG00000077713|AllianceGenome:HGNC:30557	HGNC:30557	ENSG00000077713	300641
203430	RTL3	Mar3|Mart3|SIRH9|ZCCHC5|ZHC5	X	Xq21.1	retrotransposon Gag like 3	MIM:301130|HGNC:HGNC:22997|Ensembl:ENSG00000179300|AllianceGenome:HGNC:22997	HGNC:22997	ENSG00000179300	301130
203447	NRK	NESK	X	Xq22.3	Nik related kinase	MIM:300791|HGNC:HGNC:25391|Ensembl:ENSG00000123572|AllianceGenome:HGNC:25391	HGNC:25391	ENSG00000123572	300791
203522	INTS6L	DDX26B	X	Xq26.3	integrator complex subunit 6 like	HGNC:HGNC:27334|Ensembl:ENSG00000165359|AllianceGenome:HGNC:27334	HGNC:27334	ENSG00000165359	
203523	ZNF449	ZSCAN19	X	Xq26.3	zinc finger protein 449	MIM:300627|HGNC:HGNC:21039|Ensembl:ENSG00000173275|AllianceGenome:HGNC:21039	HGNC:21039	ENSG00000173275	300627
203547	VMA21	MEAX|XMEA	X	Xq28	vacuolar ATPase assembly factor VMA21	MIM:300913|HGNC:HGNC:22082|Ensembl:ENSG00000160131|AllianceGenome:HGNC:22082	HGNC:22082	ENSG00000160131	300913
203562	TMEM31	-	X	Xq22.2	transmembrane protein 31	MIM:301102|HGNC:HGNC:28601|Ensembl:ENSG00000179363|AllianceGenome:HGNC:28601	HGNC:28601	ENSG00000179363	301102
203569	PAGE2	CT16.4|GAGEC2|GAGEE2|PAGE-2	X	Xp11.21	PAGE family member 2	MIM:300738|HGNC:HGNC:31804|Ensembl:ENSG00000234068|AllianceGenome:HGNC:31804	HGNC:31804	ENSG00000234068	300738
203611	CDY2B	CDY	Y	Yq11.222	chromodomain Y-linked 2B	HGNC:HGNC:23921|Ensembl:ENSG00000129873|AllianceGenome:HGNC:23921	HGNC:23921	ENSG00000129873	
203859	ANO5	GDD1|LGMD2L|LGMDR12|TMEM16E	11	11p14.3	anoctamin 5	MIM:608662|HGNC:HGNC:27337|Ensembl:ENSG00000171714|AllianceGenome:HGNC:27337	HGNC:27337	ENSG00000171714	608662
204219	CERS3	ARCI9|LASS3	15	15q26.3	ceramide synthase 3	MIM:615276|HGNC:HGNC:23752|Ensembl:ENSG00000154227|AllianceGenome:HGNC:23752	HGNC:23752	ENSG00000154227	615276
204474	PDILT	PDIA7	16	16p12.3	protein disulfide isomerase like, testis expressed	MIM:618588|HGNC:HGNC:27338|Ensembl:ENSG00000169340|AllianceGenome:HGNC:27338	HGNC:27338	ENSG00000169340	618588
204801	NLRP11	CLR19.6|NALP11|NOD17|PAN10|PYPAF6|PYPAF7	19	19q13.42-q13.43	NLR family pyrin domain containing 11	MIM:609664|HGNC:HGNC:22945|Ensembl:ENSG00000179873|AllianceGenome:HGNC:22945	HGNC:22945	ENSG00000179873	609664
204851	HIPK1	Myak|Nbak2	1	1p13.2	homeodomain interacting protein kinase 1	MIM:608003|HGNC:HGNC:19006|Ensembl:ENSG00000163349|AllianceGenome:HGNC:19006	HGNC:19006	ENSG00000163349	608003
204962	SLC44A5	CTL5	1	1p31.1	solute carrier family 44 member 5	MIM:620329|HGNC:HGNC:28524|Ensembl:ENSG00000137968|AllianceGenome:HGNC:28524	HGNC:28524	ENSG00000137968	620329
205147	AMER3	FAM123C	2	2q21.1	APC membrane recruitment protein 3	HGNC:HGNC:26771|Ensembl:ENSG00000178171|AllianceGenome:HGNC:26771	HGNC:26771	ENSG00000178171	
205251	MTLN	LEMP|LINC00116|MOXI|MPM|NCRNA00116|SMIM37|TILR	2	2q13	mitoregulin	MIM:620770|HGNC:HGNC:27339|Ensembl:ENSG00000175701|AllianceGenome:HGNC:27339	HGNC:27339	ENSG00000175701	620770
205327	C2orf69	COXPD53	2	2q33.1	chromosome 2 open reading frame 69	MIM:619219|HGNC:HGNC:26799|Ensembl:ENSG00000178074|AllianceGenome:HGNC:26799	HGNC:26799	ENSG00000178074	619219
205428	DIPK2A	C3orf58|DIA1|GoPro49|HASF	3	3q24	divergent protein kinase domain 2A	MIM:612200|HGNC:HGNC:28490|Ensembl:ENSG00000181744|AllianceGenome:HGNC:28490	HGNC:28490	ENSG00000181744	612200
205564	SENP5	-	3	3q29	SUMO specific peptidase 5	MIM:612845|HGNC:HGNC:28407|Ensembl:ENSG00000119231|AllianceGenome:HGNC:28407	HGNC:28407	ENSG00000119231	612845
205717	USF3	KIAA2018	3	3q13.2	upstream transcription factor family member 3	MIM:617568|HGNC:HGNC:30494|Ensembl:ENSG00000176542|AllianceGenome:HGNC:30494	HGNC:30494	ENSG00000176542	617568
205860	TRIML2	SPRYD6	4	4q35.2	tripartite motif family like 2	MIM:620480|HGNC:HGNC:26378|Ensembl:ENSG00000179046|AllianceGenome:HGNC:26378	HGNC:26378	ENSG00000179046	620480
206338	LVRN	APQ|AQPEP|TAQPEP	5	5q23.1	laeverin	MIM:610046|HGNC:HGNC:26904|Ensembl:ENSG00000172901|AllianceGenome:HGNC:26904	HGNC:26904	ENSG00000172901	610046
206358	SLC36A1	Dct1|LYAAT1|PAT1|TRAMD3	5	5q33.1	solute carrier family 36 member 1	MIM:606561|HGNC:HGNC:18761|Ensembl:ENSG00000123643|AllianceGenome:HGNC:18761	HGNC:18761	ENSG00000123643	606561
206412	C6orf163	-	6	6q15	chromosome 6 open reading frame 163	HGNC:HGNC:21403|Ensembl:ENSG00000203872|AllianceGenome:HGNC:21403	HGNC:21403	ENSG00000203872	
207063	DHRSX	CDG1DD|CXorf11|DHRS5X|DHRS5Y|DHRSXY|DHRSY|SDR46C1|SDR7C6	X|Y	Xp22.33 and Yp11.2	dehydrogenase/reductase X-linked	MIM:301034|HGNC:HGNC:18399|Ensembl:ENSG00000169084|Ensembl:ENSG00000292338|AllianceGenome:HGNC:18399	HGNC:18399	ENSG00000169084	301034
219285	SAMD9L	ATXPC|C7DELq|C7orf6|DEL7q|DRIF2|M7MLS1|MLSM7|SCA49|UEF1	7	7q21.2	sterile alpha motif domain containing 9 like	MIM:611170|HGNC:HGNC:1349|Ensembl:ENSG00000177409|AllianceGenome:HGNC:1349	HGNC:1349	ENSG00000177409	611170
219287	AMER2	FAM123A	13	13q12.13	APC membrane recruitment protein 2	MIM:614659|HGNC:HGNC:26360|Ensembl:ENSG00000165566|AllianceGenome:HGNC:26360	HGNC:26360	ENSG00000165566	614659
219293	ATAD3C	-	1	1p36.33	ATPase family AAA domain containing 3C	MIM:617227|HGNC:HGNC:32151|Ensembl:ENSG00000215915|AllianceGenome:HGNC:32151	HGNC:32151	ENSG00000215915	617227
219333	USP12	UBH1|USP12L1	13	13q12.13	ubiquitin specific peptidase 12	MIM:603091|HGNC:HGNC:20485|Ensembl:ENSG00000152484|AllianceGenome:HGNC:20485	HGNC:20485	ENSG00000152484	603091
219348	PLAC9	-	10	10q22.3	placenta associated 9	MIM:612857|HGNC:HGNC:19255|Ensembl:ENSG00000189129|AllianceGenome:HGNC:19255	HGNC:19255	ENSG00000189129	612857
219402	MTIF3	IF3mt	13	13q12.2	mitochondrial translational initiation factor 3	MIM:619554|HGNC:HGNC:29788|Ensembl:ENSG00000122033|AllianceGenome:HGNC:29788	HGNC:29788	ENSG00000122033	619554
219409	GSX1	GSH1|Gsh-1	13	13q12.2	GS homeobox 1	MIM:616542|HGNC:HGNC:20374|Ensembl:ENSG00000169840|AllianceGenome:HGNC:20374	HGNC:20374	ENSG00000169840	616542
219417	OR8U1	-	11	11q12.1	olfactory receptor family 8 subfamily U member 1	HGNC:HGNC:19611|Ensembl:ENSG00000172199|AllianceGenome:HGNC:19611	HGNC:19611	ENSG00000172199	
219428	OR4C16	OR11-135	11	11q11	olfactory receptor family 4 subfamily C member 16	HGNC:HGNC:15172|Ensembl:ENSG00000279514|AllianceGenome:HGNC:15172	HGNC:15172	ENSG00000279514	
219429	OR4C11	OR11-136|OR4C11P	11	11q11	olfactory receptor family 4 subfamily C member 11	HGNC:HGNC:15167|Ensembl:ENSG00000172188|AllianceGenome:HGNC:15167	HGNC:15167	ENSG00000172188	
219431	OR4S2	OR11-137|OR4S2P|OST725	11	11q11	olfactory receptor family 4 subfamily S member 2	HGNC:HGNC:15183|Ensembl:ENSG00000174982|AllianceGenome:HGNC:15183	HGNC:15183	ENSG00000174982	
219432	OR4C6	OR11-138	11	11q11	olfactory receptor family 4 subfamily C member 6	HGNC:HGNC:14743|Ensembl:ENSG00000181903|AllianceGenome:HGNC:14743	HGNC:14743	ENSG00000181903	
219436	OR5D14	OR11-141|OR11-150	11	11q11	olfactory receptor family 5 subfamily D member 14	HGNC:HGNC:15281|Ensembl:ENSG00000186113|AllianceGenome:HGNC:15281	HGNC:15281	ENSG00000186113	
219437	OR5L1	OR11-151|OST262	11	11q12.1	olfactory receptor family 5 subfamily L member 1	HGNC:HGNC:8350|Ensembl:ENSG00000279395|AllianceGenome:HGNC:8350	HGNC:8350	ENSG00000279395	
219438	OR5D18	OR11-143	11	11q12.1	olfactory receptor family 5 subfamily D member 18	HGNC:HGNC:15285|Ensembl:ENSG00000186119|AllianceGenome:HGNC:15285	HGNC:15285	ENSG00000186119	
219447	OR5AS1	OR11-168	11	11q12.1	olfactory receptor family 5 subfamily AS member 1	HGNC:HGNC:15261|Ensembl:ENSG00000181785|AllianceGenome:HGNC:15261	HGNC:15261	ENSG00000181785	
219453	OR8K5	OR11-174	11	11q12.1	olfactory receptor family 8 subfamily K member 5	HGNC:HGNC:15315|Ensembl:ENSG00000181752|AllianceGenome:HGNC:15315	HGNC:15315	ENSG00000181752	
219464	OR5T2	OR11-177	11	11q12.1	olfactory receptor family 5 subfamily T member 2	HGNC:HGNC:15296|Ensembl:ENSG00000181718|AllianceGenome:HGNC:15296	HGNC:15296	ENSG00000181718	
219469	OR8H1	OR11-180	11	11q12.1	olfactory receptor family 8 subfamily H member 1	HGNC:HGNC:14824|Ensembl:ENSG00000181693|AllianceGenome:HGNC:14824	HGNC:14824	ENSG00000181693	
219473	OR8K3	OR11-181	11	11q12.1	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)	HGNC:HGNC:15313|Ensembl:ENSG00000280314|AllianceGenome:HGNC:15313	HGNC:15313	ENSG00000280314	
219477	OR8J1	OR11-183	11	11q12.1	olfactory receptor family 8 subfamily J member 1	HGNC:HGNC:14855|Ensembl:ENSG00000172487|AllianceGenome:HGNC:14855	HGNC:14855	ENSG00000172487	
219479	OR8U3	OR11-185|OR5R1|OR5R1P	11	11q12.1	olfactory receptor family 8 subfamily U member 3	HGNC:HGNC:14841|Ensembl:ENSG00000279961|AllianceGenome:HGNC:14841	HGNC:14841	ENSG00000279961	
219482	OR5M3	OR11-191	11	11q12.1	olfactory receptor family 5 subfamily M member 3	HGNC:HGNC:14806|Ensembl:ENSG00000174937|AllianceGenome:HGNC:14806	HGNC:14806	ENSG00000174937	
219484	OR5M8	OR11-194	11	11q12.1	olfactory receptor family 5 subfamily M member 8	HGNC:HGNC:14846|Ensembl:ENSG00000181371|AllianceGenome:HGNC:14846	HGNC:14846	ENSG00000181371	
219487	OR5M11	OR11-199	11	11q12.1	olfactory receptor family 5 subfamily M member 11	HGNC:HGNC:15291|Ensembl:ENSG00000255223|AllianceGenome:HGNC:15291	HGNC:15291	ENSG00000255223	
219493	OR5AR1	OR11-209	11	11q12.1	olfactory receptor family 5 subfamily AR member 1	HGNC:HGNC:15260|Ensembl:ENSG00000172459|AllianceGenome:HGNC:15260	HGNC:15260	ENSG00000172459	
219527	LRRC55	-	11	11q12.1	leucine rich repeat containing 55	MIM:615213|HGNC:HGNC:32324|Ensembl:ENSG00000183908|AllianceGenome:HGNC:32324	HGNC:32324	ENSG00000183908	615213
219537	SMTNL1	CHASM	11	11q12.1	smoothelin like 1	MIM:613664|HGNC:HGNC:32394|Ensembl:ENSG00000214872|AllianceGenome:HGNC:32394	HGNC:32394	ENSG00000214872	613664
219539	YPEL4	-	11	11q12.1	yippee like 4	MIM:609725|HGNC:HGNC:18328|Ensembl:ENSG00000166793|AllianceGenome:HGNC:18328	HGNC:18328	ENSG00000166793	609725
219541	MED19	DT2P1G7|LCMR1|MED19AS	11	11q12.1	mediator complex subunit 19	MIM:612385|HGNC:HGNC:29600|Ensembl:ENSG00000156603|AllianceGenome:HGNC:29600	HGNC:29600	ENSG00000156603	612385
219557	TEX47	C7orf62|DYBLUF	7	7q21.13	testis expressed 47	HGNC:HGNC:22402|Ensembl:ENSG00000164645|AllianceGenome:HGNC:22402	HGNC:22402	ENSG00000164645	
