hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	binder_target_location	target_unit	target_scope	partner_type	partner_id	partner_members	source_rows	references	directions	exact_pair_assessed	assessment_scope	same_pair_structural_any_site	same_pair_structural_external_site	same_pair_region_external	same_pair_structural_or_region_external	complex_component_contact_support	support_pdb_ids	region_references
HGNC:4044	FZD6	O60353	ENSG00000164930	8323	membrane	FZD6_LRP6	complex	protein	O00755	O00755	2599	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD6_LRP6	complex	protein	O00755	O00755	2599	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	complex	FZD7_LRP5	O75084;O75197	2600	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4045	FZD7	O75084	ENSG00000155760	8324	membrane	FZD7_LRP5	complex	protein	O00755	O00755	2600	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD7_LRP5	complex	protein	O00755	O00755	2600	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	complex	FZD7_LRP6	O75084;O75581	2601	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4045	FZD7	O75084	ENSG00000155760	8324	membrane	FZD7_LRP6	complex	protein	O00755	O00755	2601	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD7_LRP6	complex	protein	O00755	O00755	2601	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	complex	FZD8_LRP5	O75197;Q9H461	2602	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD8_LRP5	complex	protein	O00755	O00755	2602	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4046	FZD8	Q9H461	ENSG00000177283	8325	membrane	FZD8_LRP5	complex	protein	O00755	O00755	2602	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	complex	FZD8_LRP6	O75581;Q9H461	2603	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD8_LRP6	complex	protein	O00755	O00755	2603	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4046	FZD8	Q9H461	ENSG00000177283	8325	membrane	FZD8_LRP6	complex	protein	O00755	O00755	2603	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	complex	FZD9_LRP5	O00144;O75197	2604	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4047	FZD9	O00144	ENSG00000188763	8326	membrane	FZD9_LRP5	complex	protein	O00755	O00755	2604	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD9_LRP5	complex	protein	O00755	O00755	2604	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	complex	FZD9_LRP6	O00144;O75581	2605	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4047	FZD9	O00144	ENSG00000188763	8326	membrane	FZD9_LRP6	complex	protein	O00755	O00755	2605	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD9_LRP6	complex	protein	O00755	O00755	2605	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	protein	Q8N474	Q8N474	2606	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	protein	Q96HF1	Q96HF1	2607	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	protein	Q6FHJ7	Q6FHJ7	2608	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	protein	Q5T4F7	Q5T4F7	2609	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	secreted_only	O00755	protein	protein	Q9Y5W5	Q9Y5W5	2610	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	1	1	0		pubmed:26342861|imex:IM-24703
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	protein	O95813	O95813	2611	PMID:10067895	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	protein	Q92765	Q92765	2612	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD1_LRP5	O75197;Q9UP38	2613	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD1_LRP5	complex	protein	P56706	P56706	2613	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4038	FZD1	Q9UP38	ENSG00000157240	8321	membrane	FZD1_LRP5	complex	protein	P56706	P56706	2613	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD1_LRP6	O75581;Q9UP38	2614	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD1_LRP6	complex	protein	P56706	P56706	2614	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4038	FZD1	Q9UP38	ENSG00000157240	8321	membrane	FZD1_LRP6	complex	protein	P56706	P56706	2614	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD10_LRP5	O75197;Q9ULW2	2615	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD10_LRP5	complex	protein	P56706	P56706	2615	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4039	FZD10	Q9ULW2	ENSG00000111432	11211	membrane	FZD10_LRP5	complex	protein	P56706	P56706	2615	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD10_LRP6	O75581;Q9ULW2	2616	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD10_LRP6	complex	protein	P56706	P56706	2616	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4039	FZD10	Q9ULW2	ENSG00000111432	11211	membrane	FZD10_LRP6	complex	protein	P56706	P56706	2616	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD2_LRP5	O75197;Q14332	2617	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD2_LRP5	complex	protein	P56706	P56706	2617	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4040	FZD2	Q14332	ENSG00000180340	2535	membrane	FZD2_LRP5	complex	protein	P56706	P56706	2617	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD2_LRP6	O75581;Q14332	2618	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD2_LRP6	complex	protein	P56706	P56706	2618	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4040	FZD2	Q14332	ENSG00000180340	2535	membrane	FZD2_LRP6	complex	protein	P56706	P56706	2618	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD3_LRP5	O75197;Q9NPG1	2619	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD3_LRP5	complex	protein	P56706	P56706	2619	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4041	FZD3	Q9NPG1	ENSG00000104290	7976	membrane	FZD3_LRP5	complex	protein	P56706	P56706	2619	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD3_LRP6	O75581;Q9NPG1	2620	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD3_LRP6	complex	protein	P56706	P56706	2620	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4041	FZD3	Q9NPG1	ENSG00000104290	7976	membrane	FZD3_LRP6	complex	protein	P56706	P56706	2620	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD4_LRP5	O75197;Q9ULV1	2621	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD4_LRP5	complex	protein	P56706	P56706	2621	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4042	FZD4	Q9ULV1	ENSG00000174804	8322	membrane	FZD4_LRP5	complex	protein	P56706	P56706	2621	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD4_LRP6	O75581;Q9ULV1	2622	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD4_LRP6	complex	protein	P56706	P56706	2622	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4042	FZD4	Q9ULV1	ENSG00000174804	8322	membrane	FZD4_LRP6	complex	protein	P56706	P56706	2622	PMID:24032637	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD5_LRP5	O75197;Q13467	2623	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD5_LRP5	complex	protein	P56706	P56706	2623	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4043	FZD5	Q13467	ENSG00000163251	7855	membrane	FZD5_LRP5	complex	protein	P56706	P56706	2623	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD5_LRP6	O75581;Q13467	2624	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD5_LRP6	complex	protein	P56706	P56706	2624	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4043	FZD5	Q13467	ENSG00000163251	7855	membrane	FZD5_LRP6	complex	protein	P56706	P56706	2624	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD6_LRP5	O60353;O75197	2625	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4044	FZD6	O60353	ENSG00000164930	8323	membrane	FZD6_LRP5	complex	protein	P56706	P56706	2625	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD6_LRP5	complex	protein	P56706	P56706	2625	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD6_LRP6	O60353;O75581	2626	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4044	FZD6	O60353	ENSG00000164930	8323	membrane	FZD6_LRP6	complex	protein	P56706	P56706	2626	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD6_LRP6	complex	protein	P56706	P56706	2626	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD7_LRP5	O75084;O75197	2627	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4045	FZD7	O75084	ENSG00000155760	8324	membrane	FZD7_LRP5	complex	protein	P56706	P56706	2627	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD7_LRP5	complex	protein	P56706	P56706	2627	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD7_LRP6	O75084;O75581	2628	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4045	FZD7	O75084	ENSG00000155760	8324	membrane	FZD7_LRP6	complex	protein	P56706	P56706	2628	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD7_LRP6	complex	protein	P56706	P56706	2628	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD8_LRP5	O75197;Q9H461	2629	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD8_LRP5	complex	protein	P56706	P56706	2629	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4046	FZD8	Q9H461	ENSG00000177283	8325	membrane	FZD8_LRP5	complex	protein	P56706	P56706	2629	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD8_LRP6	O75581;Q9H461	2630	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD8_LRP6	complex	protein	P56706	P56706	2630	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4046	FZD8	Q9H461	ENSG00000177283	8325	membrane	FZD8_LRP6	complex	protein	P56706	P56706	2630	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD9_LRP5	O00144;O75197	2631	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4047	FZD9	O00144	ENSG00000188763	8326	membrane	FZD9_LRP5	complex	protein	P56706	P56706	2631	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD9_LRP5	complex	protein	P56706	P56706	2631	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	complex	FZD9_LRP6	O00144;O75581	2632	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4047	FZD9	O00144	ENSG00000188763	8326	membrane	FZD9_LRP6	complex	protein	P56706	P56706	2632	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD9_LRP6	complex	protein	P56706	P56706	2632	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	protein	Q8N474	Q8N474	2633	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	protein	Q96HF1	Q96HF1	2634	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	protein	Q6FHJ7	Q6FHJ7	2635	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	protein	Q5T4F7	Q5T4F7	2636	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	secreted_only	P56706	protein	protein	Q9Y5W5	Q9Y5W5	2637	PMID:12775774	Ligand-Ligand	1	single_protein_pair	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD1_LRP5	complex	protein	Q9H1J5	Q9H1J5	2640	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4038	FZD1	Q9UP38	ENSG00000157240	8321	membrane	FZD1_LRP5	complex	protein	Q9H1J5	Q9H1J5	2640	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD1_LRP6	complex	protein	Q9H1J5	Q9H1J5	2641	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4038	FZD1	Q9UP38	ENSG00000157240	8321	membrane	FZD1_LRP6	complex	protein	Q9H1J5	Q9H1J5	2641	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD10_LRP5	complex	protein	Q9H1J5	Q9H1J5	2642	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4039	FZD10	Q9ULW2	ENSG00000111432	11211	membrane	FZD10_LRP5	complex	protein	Q9H1J5	Q9H1J5	2642	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD10_LRP6	complex	protein	Q9H1J5	Q9H1J5	2643	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4039	FZD10	Q9ULW2	ENSG00000111432	11211	membrane	FZD10_LRP6	complex	protein	Q9H1J5	Q9H1J5	2643	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD2_LRP5	complex	protein	Q9H1J5	Q9H1J5	2644	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4040	FZD2	Q14332	ENSG00000180340	2535	membrane	FZD2_LRP5	complex	protein	Q9H1J5	Q9H1J5	2644	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD2_LRP6	complex	protein	Q9H1J5	Q9H1J5	2645	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4040	FZD2	Q14332	ENSG00000180340	2535	membrane	FZD2_LRP6	complex	protein	Q9H1J5	Q9H1J5	2645	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD3_LRP5	complex	protein	Q9H1J5	Q9H1J5	2646	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4041	FZD3	Q9NPG1	ENSG00000104290	7976	membrane	FZD3_LRP5	complex	protein	Q9H1J5	Q9H1J5	2646	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD3_LRP6	complex	protein	Q9H1J5	Q9H1J5	2647	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4041	FZD3	Q9NPG1	ENSG00000104290	7976	membrane	FZD3_LRP6	complex	protein	Q9H1J5	Q9H1J5	2647	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD4_LRP5	complex	protein	Q9H1J5	Q9H1J5	2648	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4042	FZD4	Q9ULV1	ENSG00000174804	8322	membrane	FZD4_LRP5	complex	protein	Q9H1J5	Q9H1J5	2648	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD4_LRP6	complex	protein	Q9H1J5	Q9H1J5	2649	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4042	FZD4	Q9ULV1	ENSG00000174804	8322	membrane	FZD4_LRP6	complex	protein	Q9H1J5	Q9H1J5	2649	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD5_LRP5	complex	protein	Q9H1J5	Q9H1J5	2650	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4043	FZD5	Q13467	ENSG00000163251	7855	membrane	FZD5_LRP5	complex	protein	Q9H1J5	Q9H1J5	2650	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD5_LRP6	complex	protein	Q9H1J5	Q9H1J5	2651	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4043	FZD5	Q13467	ENSG00000163251	7855	membrane	FZD5_LRP6	complex	protein	Q9H1J5	Q9H1J5	2651	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4044	FZD6	O60353	ENSG00000164930	8323	membrane	FZD6_LRP5	complex	protein	Q9H1J5	Q9H1J5	2652	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD6_LRP5	complex	protein	Q9H1J5	Q9H1J5	2652	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4044	FZD6	O60353	ENSG00000164930	8323	membrane	FZD6_LRP6	complex	protein	Q9H1J5	Q9H1J5	2653	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD6_LRP6	complex	protein	Q9H1J5	Q9H1J5	2653	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4045	FZD7	O75084	ENSG00000155760	8324	membrane	FZD7_LRP5	complex	protein	Q9H1J5	Q9H1J5	2654	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD7_LRP5	complex	protein	Q9H1J5	Q9H1J5	2654	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4045	FZD7	O75084	ENSG00000155760	8324	membrane	FZD7_LRP6	complex	protein	Q9H1J5	Q9H1J5	2655	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD7_LRP6	complex	protein	Q9H1J5	Q9H1J5	2655	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD8_LRP5	complex	protein	Q9H1J5	Q9H1J5	2656	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4046	FZD8	Q9H461	ENSG00000177283	8325	membrane	FZD8_LRP5	complex	protein	Q9H1J5	Q9H1J5	2656	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD8_LRP6	complex	protein	Q9H1J5	Q9H1J5	2657	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4046	FZD8	Q9H461	ENSG00000177283	8325	membrane	FZD8_LRP6	complex	protein	Q9H1J5	Q9H1J5	2657	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4047	FZD9	O00144	ENSG00000188763	8326	membrane	FZD9_LRP5	complex	protein	Q9H1J5	Q9H1J5	2658	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	FZD9_LRP5	complex	protein	Q9H1J5	Q9H1J5	2658	PMID:24532711	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
