uniprot_accession	gene_symbol_input	gene_symbol	gene_symbol_mapping_status	gene_symbol_resolved	gene_symbol_mygene_score	uniprot_entry_name	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	deeptmhmm_surface_flag	compartments_surface_flag	n_sources_surface	in_db_union	ml_only_edge_case	sources_present	go_n_go_ids	go_has_experimental	go_has_curated	go_has_sequence	go_has_electronic	go_low_confidence_only	surfy_label	surfy_ml_score	cspa_category	cspa_is_high_confidence	cspa_is_putative	cspa_is_unspecific	cspa_category_missing	cspa_any_high_confidence_precollapse	cspa_any_putative_precollapse	cspa_any_unspecific_precollapse	cspa_any_missing_category_precollapse	cspa_mixed_category_conflict	uniprot_split_mapping_ambiguous	go_split_mapping_ambiguous	surfy_split_mapping_ambiguous	cspa_split_mapping_ambiguous	deeptmhmm_split_mapping_ambiguous	hpa_split_mapping_ambiguous	compartments_split_mapping_ambiguous	split_mapping_ambiguous_any_source	deeptmhmm_label	deeptmhmm_label_source	hpa_reliability	hpa_pm_accessible	hpa_junctional	hpa_secreted_only	hpa_trafficking_associated	hpa_pm_reliability	hpa_junction_reliability	hpa_pm_in_enhanced	hpa_pm_in_supported	hpa_pm_in_approved	hpa_pm_in_uncertain	hpa_cj_in_enhanced	hpa_cj_in_supported	hpa_cj_in_approved	hpa_cj_in_uncertain	hpa_has_extracellular	hpa_locations	hpa_go_ids	hpa_low_confidence_only	hpa_ensembl_gene_id	compartments_integrated_stars_max	compartments_knowledge_stars_max	compartments_experiments_stars_max	compartments_textmining_stars_max	compartments_predictions_stars_max	compartments_surface_terms	compartments_low_confidence_only	compartments_corroborated	compartments_ensembl_protein_id
Q5SV17	TMEM240	TMEM240	exact	TMEM240	18.20568		0	1	0	0	0	0	0	1	1	0	go	2	0.0	1.0	1.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5SW96	LDLRAP1	LDLRAP1	exact	LDLRAP1	18.178381		0	1	0	0	0	0	0	1	1	0	go	2	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5SWX8	ODR4	ODR4	exact	ODR4	17.543411		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoplasm;Plasma membrane	GO:0005654;GO:0005886	0.0	ENSG00000157181								1	
Q5SZI1	LDLRAD2	LDLRAD2	exact	LDLRAD2	18.031607	LRAD2_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5SZJ8	BEND6	BEND6	exact	BEND6	18.435093		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoplasm;Plasma membrane	GO:0005654;GO:0005886	0.0	ENSG00000151917								1	
Q5T013	HYI	HYI	exact	HYI	17.101595		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane;Golgi apparatus	GO:0005794;GO:0005829;GO:0005886	0.0	ENSG00000178922								1	
Q5T0D9	TPRG1L	TPRG1L	exact	TPRG1L	17.625214		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Vesicles;Plasma membrane	GO:0005886;GO:0043231	0.0	ENSG00000158109								1	
Q5T197	DCST1	DCST1	exact	DCST1	17.769203	DCST1_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5T1A1	DCST2	DCST2	exact	DCST2	17.769203	DCST2_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5T292	TMEM273	TMEM273	exact	TMEM273	18.657434	TM273_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5T2W1	PDZK1	PDZK1	exact	PDZK1	17.649502		0	1	0	0	0	0	0	1	1	0	go	3	0.0	1.0	1.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5T4B2	CERCAM	CERCAM	exact	CERCAM	17.631966		0	0	0	0	1	0	0	1	1	0	hpa									3 - unspecific	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	0	0	0	0	0			Approved	0.0	1.0	0.0	0.0		approved	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Nucleoli;Nucleoplasm;Cell Junctions	GO:0005654;GO:0005730;GO:0030054	0.0	ENSG00000167123								1	
Q5T4D3	TMTC4	TMTC4	exact	TMTC4	17.245344	TMTC4_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5T4T1	TMEM170B	TMEM170B	exact	TMEM170B	17.592413	T170B_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5T5C0	STXBP5	STXBP5	exact	STXBP5	18.189812		0	1	0	0	0	0	0	1	1	0	go	1	0.0	0.0	1.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5T5U3	ARHGAP21	ARHGAP21	exact	ARHGAP21	18.153324		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	0.0	1.0	0.0	0.0	uncertain	supported	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	Cell Junctions;Plasma membrane;Actin filaments	GO:0005886;GO:0015629;GO:0030054	0.0	ENSG00000107863								1	
Q5T686	AVPI1	AVPI1	exact	AVPI1	17.755138		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoplasm;Plasma membrane	GO:0005654;GO:0005886	0.0	ENSG00000119986								1	
Q5T750	C1orf68	KPLCE	normalized_alias	KPLCE	25.463171		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Cytosol	GO:0005829;GO:0005886	0.0	ENSG00000198854								1	
Q5T752	LCE1D	LCE1D	exact	LCE1D	24.157232		0	1	0	0	0	0	0	1	1	0	go	1	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5T7P8	SYT6	SYT6	exact	SYT6	18.17315		0	1	0	0	0	0	0	1	1	0	go	1	0.0	0.0	1.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5T8I9	HENMT1	HENMT1	exact	HENMT1	17.589306		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Focal adhesion sites;Plasma membrane	GO:0005886;GO:0005925	0.0	ENSG00000162639								1	
Q5TAH2	SLC9C2	SLC9C2	exact	SLC9C2	19.323812		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Nuclear speckles	GO:0005886;GO:0016607	0.0	ENSG00000162753								1	
Q5TBE3	C9orf153	C9ORF153	exact	C9ORF153	24.15754		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Nuclear bodies;Plasma membrane;Nucleoplasm;Vesicles	GO:0005654;GO:0005886;GO:0016604;GO:0043231	0.0	ENSG00000187753								1	
Q5TC82	RC3H1	RC3H1	exact	RC3H1	18.107256		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Golgi apparatus;Plasma membrane	GO:0005794;GO:0005829;GO:0005886	0.0	ENSG00000135870								1	
Q5TCQ9	MAGI3	MAGI3	exact	MAGI3	18.184546		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Supported	0.0	1.0	0.0	0.0		supported	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Cell Junctions	GO:0030054	0.0	ENSG00000081026								1	
Q5TCX8	MAP3K21	MAP3K21	exact	MAP3K21	17.669249		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000143674								1	
Q5TEA6	SEL1L2	SEL1L2	exact	SEL1L2	18.875391	SE1L2_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5TF58	IFFO2	IFFO2	exact	IFFO2	18.218195		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoplasm;Plasma membrane	GO:0005654;GO:0005886	0.0	ENSG00000169991								1	
Q5TG30	ARHGAP40	ARHGAP40	exact	ARHGAP40	18.210714		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane;Centrosome;Nucleoplasm	GO:0005654;GO:0005813;GO:0005829;GO:0005886	0.0	ENSG00000124143								1	
Q5TGL8	PXDC1	PXDC1	exact	PXDC1	18.168386		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000168994								1	
Q5TGU0	TSPO2	TSPO2	exact	TSPO2	18.696253		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Enhanced	1.0	0.0	0.0	0.0	enhanced		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000112212								1	
Q5TIE3	VWA5B1	VWA5B1	exact	VWA5B1	17.61791		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	Mitochondria;Cytosol;Plasma membrane;Predicted to be secreted	GO:0005739;GO:0005829;GO:0005886	0.0	ENSG00000158816								1	
Q5TYM5	FAM72A	FAM72A	exact	FAM72A	17.998001		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Vesicles;Cytosol;Plasma membrane	GO:0005829;GO:0005886;GO:0043231	0.0	ENSG00000196550								1	
Q5TZF3	ANKRD45	ANKRD45	exact	ANKRD45	18.212828		0	1	0	0	0	0	0	1	1	0	go	1	1.0	0.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Supported	0.0	0.0	0.0	0.0	uncertain		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Centrosome;Plasma membrane	GO:0005813;GO:0005829;GO:0005886	1.0	ENSG00000183831								1	
Q5U3C3	TMEM164	TMEM164	exact	TMEM164	17.973003		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	0.0	1.0	0.0	1.0		approved	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Vesicles;Cell Junctions	GO:0030054;GO:0043231	0.0	ENSG00000157600								1	
Q5U5X8	FAM222A	FAM222A	exact	FAM222A	18.265156		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	0.0	1.0	0.0	0.0		approved	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Golgi apparatus;Cell Junctions;Midbody ring	GO:0005794;GO:0030054;GO:0090543	0.0	ENSG00000139438								1	
Q5U649	C12orf60	C12ORF60	exact	C12ORF60	23.549871		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Nucleoplasm;Plasma membrane;Vesicles	GO:0005654;GO:0005829;GO:0005886;GO:0043231	0.0	ENSG00000182993								1	
Q5UE93	PIK3R6	PIK3R6	exact	PIK3R6	17.99567		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Golgi apparatus;Nucleoplasm;Cytosol;Plasma membrane	GO:0005654;GO:0005794;GO:0005829;GO:0005886	0.0	ENSG00000276231								1	
Q5VST9	OBSCN	OBSCN	exact	OBSCN	18.313015		0	1	0	0	0	0	0	1	1	0	go	1	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Approved	0.0	0.0	0.0	0.0	uncertain		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	1.0	ENSG00000154358								1	
Q5VT25	CDC42BPA	CDC42BPA	exact	CDC42BPA	18.238045		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000143776								1	
Q5VT79	ANXA8L1	ANXA8L1	exact	ANXA8L1	20.822025		0	1	0	0	0	0	0	1	1	0	go	1	0.0	1.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5VT97	SYDE2	SYDE2	exact	SYDE2	17.560854		0	1	0	0	0	0	0	1	1	0	go	1	0.0	1.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5VTT2	CFAP95	CFAP95	exact	CFAP95	18.814995	CFA95_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5VU65	NUP210L	NUP210L	exact	NUP210L	18.730146		0	0	1	0	0	1	0	1	1	0	surfy,deeptmhmm							surface	0.6946											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q5VUJ6	LRCH2	LRCH2	exact	LRCH2	17.592833		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000130224								1	
Q5VUJ9	EFCAB2	DRC8	normalized_alias	DRC8	17.08493		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Mid piece;Plasma membrane;Mitochondria	GO:0005739;GO:0005829;GO:0005886;GO:0097225	0.0	ENSG00000203666								1	
Q5VVQ6	YOD1	YOD1	exact	YOD1	17.092527		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Nucleoplasm;Plasma membrane	GO:0005654;GO:0005829;GO:0005886	0.0	ENSG00000180667								1	
Q5VWQ8	DAB2IP	DAB2IP	exact	DAB2IP	18.224453		0	1	0	0	0	0	0	1	1	0	go	1	0.0	0.0	1.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5VWT5	FYB2	FYB2	exact	FYB2	18.293457		0	1	0	0	0	0	0	1	1	0	go	1	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5VXM1	CDCP2	CDCP2	exact	CDCP2	17.484934	CDCP2_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5VXT5	SYPL2	SYPL2	exact	SYPL2	18.286915		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000143028								1	
Q5VXU1	NKAIN2	NKAIN2	exact	NKAIN2	17.566183		0	0	1	0	0	1	0	1	1	0	surfy,deeptmhmm							surface	0.6707											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q5VYJ5	MALRD1	MALRD1	exact	MALRD1	17.675789		0	0	1	0	0	1	0	1	1	0	surfy,deeptmhmm							surface	0.7166											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q5VZ46	KIAA1614	KIAA1614	exact	KIAA1614	18.167934		0	1	0	0	0	0	0	1	1	0	go	1	0.0	1.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q5VZI3	TMEM268	TMEM268	exact	TMEM268	17.64213		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000157693								1	
Q5VZK9	CARMIL1	CARMIL1	exact	CARMIL1	17.679583		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane;Nuclear speckles	GO:0005829;GO:0005886;GO:0016607	0.0	ENSG00000079691								1	
Q5VZR4	SLC71A3P	SLC71A3P	exact	SLC71A3P	8.852758	S71A3_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q5W064	LIPJ	LIPJ	exact	LIPJ	20.342081		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000204022								1	
Q5W0Z9	ZDHHC20	ZDHHC20	exact	ZDHHC20	18.186874		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	1.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Vesicles	GO:0005886;GO:0043231	0.0	ENSG00000180776								1	
Q5XG99	LYSMD4	LYSMD4	exact	LYSMD4	17.658567	LYSM4_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q63HK5	TSHZ3	TSHZ3	exact	TSHZ3	18.200089		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Enhanced	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoplasm;Plasma membrane	GO:0005654;GO:0005886	0.0	ENSG00000121297								1	
Q63ZE4	SLC22A10	SLC22A10	exact	SLC22A10	7.2708683	S22AA_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q658N2	WSCD1	WSCD1	exact	WSCD1	17.33846	WSCD1_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q66K14	TBC1D9B	TBC1D9B	exact	TBC1D9B	17.948387		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Actin filaments;Nucleoli fibrillar center;Nucleoplasm	GO:0001650;GO:0005654;GO:0005886;GO:0015629	0.0	ENSG00000197226								1	
Q674X7	KAZN	KAZN	exact	KAZN	18.295979		0	1	0	0	0	0	0	1	1	0	go	1	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q68BL7	OLFML2A	OLFML2A	exact	OLFML2A	16.796118		0	0	0	1	0	0	0	1	1	0	cspa									1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0			Approved	0.0	0.0	1.0	1.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Nucleoplasm;Vesicles;Golgi apparatus;Predicted to be secreted	GO:0005654;GO:0005794;GO:0043231	1.0	ENSG00000185585								1	
Q68BL8	OLFML2B	OLFML2B	exact	OLFML2B	17.275494		0	0	0	1	0	0	0	1	1	0	cspa									1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0			Approved	0.0	0.0	1.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Cytosol;Predicted to be secreted	GO:0005829	1.0	ENSG00000162745								1	
Q68CP4	HGSNAT	HGSNAT	exact	HGSNAT	17.230194		0	0	0	1	0	0	0	1	1	0	cspa									2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0																														1	
Q68CR1	SEL1L3	SEL1L3	exact	SEL1L3	18.2106		0	0	0	1	0	0	0	1	1	0	cspa									2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0																														1	
Q68DD2	PLA2G4F	PLA2G4F	exact	PLA2G4F	18.336056		0	1	0	0	0	0	0	1	1	0	go	1	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
Q68DQ2	CRYBG3	CRYBG3	exact	CRYBG3	18.301628		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Primary cilium	GO:0005886;GO:0005929	0.0	ENSG00000080200								1	
Q68DU8	KCTD16	KCTD16	exact	KCTD16	17.751043		0	1	0	0	0	0	0	1	1	0	go	3	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
Q68EM7	ARHGAP17	ARHGAP17	exact	ARHGAP17	18.221497		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000140750								1	
Q68G75	LEMD1	LEMD1	exact	LEMD1	18.107143		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000186007								1	
Q69YU5	C12orf73	UQCC6	normalized_alias	UQCC6	23.128855		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Centrosome;Mitochondria;Plasma membrane	GO:0005739;GO:0005813;GO:0005886	0.0	ENSG00000204954								1	
Q69YZ2	TMEM200B	TMEM200B	exact	TMEM200B	17.729801		0	0	0	1	0	0	0	1	1	0	cspa									2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0																														1	
Q6BAA4	FCRLB	FCRLB	exact	FCRLB	19.29723		0	1	0	0	0	0	0	1	1	0	go	1	0.0	1.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q6DN90	IQSEC1	IQSEC1	exact	IQSEC1	18.161074		0	1	0	0	0	0	0	1	1	0	go	1	0.0	1.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q6F5E8	CARMIL2	CARMIL2	exact	CARMIL2	17.757483		0	1	0	0	0	0	0	1	1	0	go	1	0.0	1.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
Q6FHJ7	SFRP4	SFRP4	exact	SFRP4	17.28461		0	1	0	0	0	0	0	1	1	0	go	1	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																							4.342	4.0	0.0	2.036	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000410715
Q6GPH6	ITPRIPL1	ITPRIPL1	exact	ITPRIPL1	18.990068	IPIL1_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot																			0	0	0	0	0	0	0	0																														1	
Q6IAA8	LAMTOR1	LAMTOR1	exact	LAMTOR1	17.099869		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Uncertain	1.0	0.0	0.0	1.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Golgi apparatus;Plasma membrane;Vesicles	GO:0005794;GO:0005886;GO:0043231	0.0	ENSG00000149357								1	
Q6IAN0	DHRS7B	DHRS7B	exact	DHRS7B	17.558826		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	1.0	0.0	0.0	approved	approved	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	Cell Junctions;Cytosol;Plasma membrane	GO:0005829;GO:0005886;GO:0030054	0.0	ENSG00000109016								1	
Q6ICI0	TMEM211	LHFPL7	normalized_alias	LHFPL7	17.388308		0	0	1	0	0	1	0	1	1	0	surfy,deeptmhmm							surface	0.7625											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q6IF36	OR8G2P	OR8G2P	exact	OR8G2P	8.597392	O8G2P_HUMAN	1	0	0	0	0	0	0	1	1	0	uniprot							surface	0.982											0	0	1	0	0	0	0	1																														1	
Q6IPM2	IQCE	IQCE	exact	IQCE	17.658533		0	0	0	0	1	0	0	1	1	0	hpa	1	0.0	0.0	0.0	1.0	1.0													0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoplasm;Plasma membrane;Nuclear membrane;Primary cilium	GO:0005654;GO:0005886;GO:0005929;GO:0031965	0.0	ENSG00000106012								1	
Q6IPR3	TYW3	TYW3	exact	TYW3	17.529524		0	0	0	0	1	0	0	1	1	0	hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000162623								1	
Q6IQ20	NAPEPLD	NAPEPLD	exact	NAPEPLD	17.596006		0	1	0	0	0	0	0	1	1	0	go	3	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
