gene_symbol	uniprot_id	uniprot_name	surfaceome_label	label_source	already_in_control_panel	internal_compartment_hint	has_cell_membrane_uniprot	has_gpi_uniprot	is_only_secreted_uniprot	uniprot_subcellular	max_tpm_gtex	max_ntpm_hpa_tissue	max_tpm_hpa_celline	max_tpm_tcga	max_expression_any
RNF167	Q9H6Y7	RN167_HUMAN	surface	machine learning	False	False	False	False	False	Endomembrane system (Single-pass membrane protein)	172.173	173.5	230.4	581.1221025817749	581.1221025817749
PIK3IP1	Q96FE7	P3IP1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	580.684	102.8	83.3	269.1365725303298	580.684
SLC5A5	Q92911	SC5A5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	26.6209	134.2	23.4	580.1561770225571	580.1561770225571
TSPAN4	O14817	TSN4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	125.977	121.6	346.4	577.7083363462812	577.7083363462812
SECTM1	Q8WVN6	SCTM1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted	181.314	85.0	285.0	566.4078511269557	566.4078511269557
CDHR1	Q96JP9	CDHR1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass membrane protein)	234.803	291.2	122.9	563.7053465162684	563.7053465162684
MPEG1	Q2M385	MPEG1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	206.074	193.5	264.1	561.9497942744209	561.9497942744209
IL1RL1	Q01638	ILRL1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted;Cell membrane	140.076	187.6	383.1	561.677200185442	561.677200185442
ADCY3	O60266	ADCY3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	92.6224	90.0	113.1	560.0832310020453	560.0832310020453
C1ORF233	F2Z333	CA233_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	34.6628	0.0	0.0	560.0444102669256	560.0444102669256
LRP10	Q7Z4F1	LRP10_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Membrane, coated pit	217.167	166.9	308.8	555.8675695768362	555.8675695768362
IL2RB	P14784	IL2RB_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	145.092	46.4	538.5	554.9051568553363	554.9051568553363
OR51E1	Q8TCB6	O51E1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	4.66284	7.0	216.6	553.2153557753946	553.2153557753946
CDHR2	Q9BYE9	CDHR2_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Single-pass type I membrane protein);Cell junction	95.4615	253.8	128.8	553.1386690195887	553.1386690195887
ERVW-1	Q9UQF0	SYCY1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Peripheral membrane protein);Virion;Cell membrane (Single-pass type I membrane protein)	20.0728	51.3	288.5	551.4924725408697	551.4924725408697
SCN1B	Q07699	SCN1B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Secreted	163.764	550.8	79.9	437.6690946797951	550.8
RAMP2	O60895	RAMP2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	271.355	184.8	126.7	548.442806659895	548.442806659895
SLC34A1	Q06495	NPT2A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	40.3199	145.2	5.7	547.3035347602321	547.3035347602321
TCTN3	Q6NUS6	TECT3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	27.6842	68.4	175.5	547.2276675000362	547.2276675000362
TM4SF20	Q53R12	T4S20_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	74.5544	251.2	75.2	546.7347865883464	546.7347865883464
SLC5A6	Q9Y289	SC5A6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	138.84	96.2	334.4	546.3559495294492	546.3559495294492
ABCB5	Q2M3G0	ABCB5_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	1.04179	25.7	214.6	546.2423496073349	546.2423496073349
IL11RA	Q14626	I11RA_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	91.3923	36.3	60.6	545.9395319438336	545.9395319438336
ZPLD1	Q8TCW7	ZPLD1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	1.40613	2.3	436.8	545.9016915412502	545.9016915412502
NRXN2	P58401	NRX2B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	252.166	184.5	89.6	545.7881860696086	545.7881860696086
NRXN2	Q9P2S2	NRX2A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	252.166	184.5	89.6	545.7881860696086	545.7881860696086
SLC5A1	P13866	SC5A1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	146.668	497.5	45.4	544.6921825087679	544.6921825087679
PPAP2C	O43688	LPP2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	131.616	0.0	0.0	544.201585271579	544.201585271579
SLC16A1	P53985	MOT1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi- pass membrane protein)	66.5779	63.8	537.5	261.4143415305893	537.5
SLC2A5	P22732	GTR5_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Multi- pass membrane protein);Membrane (Multi-pass membrane protein)	47.5338	102.6	534.4	255.69752000641077	534.4
SIGLEC5	O15389	SIGL5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	105.993	27.6	101.8	533.7414695506544	533.7414695506544
ENPP5	Q9UJA9	ENPP5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein);Secreted	34.6742	230.1	39.4	527.8181923164412	527.8181923164412
HEPHL1	Q6MZM0	HPHL1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	1.89625	9.3	159.0	526.8678223428126	526.8678223428126
SLC26A2	P50443	S26A2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	236.935	198.2	261.9	526.6852551617562	526.6852551617562
ADAM33	Q9BZ11	ADA33_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	521.229	121.2	61.9	269.41654597658527	521.229
GPR108	Q9NPR9	GP108_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	92.1292	55.9	155.4	519.1822394451693	519.1822394451693
TREM2	Q9NZC2	TREM2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted;Secreted	48.4187	58.6	148.4	518.9303912698277	518.9303912698277
BOC	Q9BWV1	BOC_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	126.674	42.5	111.2	517.0275008122527	517.0275008122527
ABCA3	Q99758	ABCA3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	103.69	86.0	116.9	515.4173175150288	515.4173175150288
SLC7A9	P82251	BAT1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	63.6	122.3	76.7	513.2782042377023	513.2782042377023
MEP1B	Q16820	MEP1B_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted	61.2306	342.8	58.5	513.2070535629533	513.2070535629533
PKD1	P98161	PKD1_HUMAN	surface	machine learning	False	False	False	False	False	Cell projection, cilium;Membrane (Multi-pass membrane protein)	510.715	199.9	69.2	314.21220460521806	510.715
SLC12A5	Q9H2X9	S12A5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	206.591	194.7	67.7	509.3442213767279	509.3442213767279
OSMR	Q99650	OSMR_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	115.045	56.2	262.6	505.5104640898446	505.5104640898446
TMEM204	Q9BSN7	TM204_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, adherens junction;Cell membrane (Multi-pass membrane protein)	140.924	73.1	68.3	504.46037472972864	504.46037472972864
SLCO1B1	Q9Y6L6	SO1B1_HUMAN	surface	machine learning	False	False	True	False	False	Basolateral cell membrane (Multi-pass membrane protein)	91.5892	502.3	20.4	309.52139781203203	502.3
ABCC3	O15438	MRP3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	167.487	58.1	108.7	501.7403397145537	501.7403397145537
HTR3A	P46098	5HT3A_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)	5.02923	7.5	221.2	500.6286751418044	500.6286751418044
SLC10A1	Q14973	NTCP_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	94.3305	399.1	9.0	499.31177205597106	499.31177205597106
SLC6A14	Q9UN76	S6A14_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	32.5885	20.2	84.1	492.6082813590478	492.6082813590478
SLCO2B1	O94956	SO2B1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	107.807	214.5	156.6	492.437585572836	492.437585572836
PKHD1L1	Q86WI1	PKHL1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	69.7111	61.4	39.6	486.12955326009927	486.12955326009927
TMPRSS11E	Q9UL52	TM11E_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type II membrane protein);Secreted	288.736	210.0	92.9	485.2878826667733	485.2878826667733
VSIG10L	Q86VR7	VS10L_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	189.43	69.2	102.3	482.7381421580315	482.7381421580315
KIRREL2	Q6UWL6	KIRR2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	46.0149	67.0	47.1	482.13622103844904	482.13622103844904
JAG2	Q9Y219	JAG2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	57.746	18.4	138.4	482.0359738450977	482.0359738450977
IL20RB	Q6UXL0	I20RB_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	264.333	165.8	398.0	481.3681916846724	481.3681916846724
TM9SF3	Q9HD45	TM9S3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	102.891	173.2	337.7	479.27071857156744	479.27071857156744
NRP2	O60462	NRP2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Secreted	76.8804	73.7	332.1	478.6731209370833	478.6731209370833
IL13RA1	P78552	I13R1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	90.2374	112.5	417.8	477.4801601490254	477.4801601490254
FCGR2B	P31994	FCG2B_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	89.3538	378.4	477.0	413.4005535068072	477.0
PTCH1	Q13635	PTC1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	33.5168	34.5	199.0	476.32318761316907	476.32318761316907
SMO	Q99835	SMO_HUMAN	surface	machine learning	False	False	False	False	False	Cell projection, cilium;Membrane (Multi-pass membrane protein)	64.598	29.6	68.2	473.82054821665776	473.82054821665776
KCNJ3	P48549	KCNJ3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	90.2512	39.4	115.1	473.68919519880035	473.68919519880035
CASD1	Q96PB1	CASD1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	43.7239	23.9	57.7	468.3998877743731	468.3998877743731
KLRK1	P26718	NKG2D_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single- pass type II membrane protein)	35.8248	39.4	468.1	186.61126506368092	468.1
TMEM37	Q8WXS4	CCGL_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	118.468	117.1	72.5	467.5240965127457	467.5240965127457
DRD2	P14416	DRD2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	82.9875	62.0	176.6	460.2254213319812	460.2254213319812
EGF	P01133	EGF_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	42.0037	102.9	30.8	456.3183431564095	456.3183431564095
GABRQ	Q9UN88	GBRT_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)	16.1948	20.8	103.9	455.1810953725681	455.1810953725681
CD300A	Q9UGN4	CLM8_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	225.324	94.5	454.3	175.16755430649616	454.3
GJC3	Q8NFK1	CXG3_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, gap junction;Cell membrane (Multi-pass membrane protein)	55.6509	11.6	21.8	453.76352050771413	453.76352050771413
ADAM23	O75077	ADA23_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted	39.3928	77.8	189.0	453.54340599352753	453.54340599352753
FAM171B	Q6P995	F171B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	50.8502	66.4	451.0	119.66753023427074	451.0
SIGIRR	Q6IA17	SIGIR_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type III membrane protein)	132.641	90.1	99.7	450.69161494433354	450.69161494433354
CCKBR	P32239	GASR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	55.3985	41.3	54.6	450.6291400117959	450.6291400117959
SPNS2	Q8IVW8	SPNS2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	100.166	50.0	337.8	449.69305458349424	449.69305458349424
SCN3A	Q9NY46	SCN3A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	10.7741	8.6	446.4	196.91001416048928	446.4
RNF149	Q8NC42	RN149_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	206.551	49.4	59.0	444.3635754294117	444.3635754294117
PRLR	P16471	PRLR_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Secreted	32.505	120.7	391.3	443.31757429035866	443.31757429035866
SLC38A11	Q08AI6	S38AB_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	23.5589	30.4	171.6	443.13324161200336	443.13324161200336
SUSD4	Q5VX71	SUSD4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	73.9008	47.5	132.4	441.5695052081893	441.5695052081893
TM4SF18	Q96CE8	T4S18_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	31.0148	31.9	440.0	282.36058214755263	440.0
TMEM171	Q8WVE6	TM171_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	73.534	33.4	279.4	439.21901853530454	439.21901853530454
VASN	Q6EMK4	VASN_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Secreted	266.696	118.0	73.1	433.8933530527843	433.8933530527843
ABCC11	Q96J66	ABCCB_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	4.48133	43.7	76.7	432.90200354768	432.90200354768
F2RL1	P55085	PAR2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	95.6939	55.6	431.2	257.97624366528333	431.2
NETO2	Q8NC67	NETO2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	14.8788	21.4	378.3	431.16511736961854	431.16511736961854
SLC1A6	P48664	EAA4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	83.5288	105.2	216.7	430.4186104088956	430.4186104088956
SLC4A5	Q9BY07	S4A5_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Multi-pass membrane protein)	17.0713	41.5	65.2	429.5245079297577	429.5245079297577
SCARF2	Q96GP6	SREC2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	102.028	47.5	186.5	428.721403801842	428.721403801842
CR2	P20023	CR2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	105.919	163.6	144.9	428.5431402380144	428.5431402380144
STAB1	Q9NY15	STAB1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	0.0	428.0	187.9	0.0	428.0
